"nsc","cell_line","flag_ic50","mean","OK"
633782,"SJSA-1","=",-5.659555885,"y"
633782,"SK-ES-1","=",-5.214670165,"y"
633782,"SK-LMS-1","=",-6.187755303,"y"
633782,"SK-N-MC",">",-5,"y"
633782,"SK-UT-1","=",-5.485452247,"y"
633782,"SK-UT-1B","=",-6.073657553,"y"
633782,"ST8814","=",-5.165579296,"y"
633782,"SW 1353",">",-5,"y"
633782,"SW 684",">",-5,"y"
633782,"SW 982","=",-5.625251654,"y"
633782,"SYO-1",">",-5,"y"
633782,"TC-32","=",-5.254144805,"y"
633782,"TC-71","=",-5.137272472,"y"
633782,"U-2 OS","=",-5.141462802,"y"
633782,"VA-ES-BJ","=",-6.142064735,"y"
637037,"A-204",">",-5,"y"
637037,"A-673",">",-5,"y"
637037,"A549/ATCC",">",-5,"y"
637037,"ASPS-1",">",-5,"y"
637037,"CHA-59",">",-5,"y"
637037,"CHLA-10",">",-5,"y"
637037,"CHLA-25",">",-5,"y"
637037,"CHLA-258",">",-5,"y"
637037,"CHLA-32",">",-5,"y"
637037,"CHLA-9",">",-5,"y"
637037,"CHP-100",">",-5,"y"
637037,"COG-E-352",">",-5,"y"
637037,"DDLS",">",-5,"y"
637037,"ES-1",">",-5,"y"
637037,"ES-2",">",-5,"y"
637037,"ES-3",">",-5,"y"
637037,"ES-4",">",-5,"y"
637037,"ES-6",">",-5,"y"
637037,"ES-7",">",-5,"y"
637037,"ES-8",">",-5,"y"
637037,"EW8",">",-5,"y"
637037,"G-401",">",-5,"y"
637037,"HOS",">",-5,"y"
637037,"HSSY-II",">",-5,"y"
637037,"HT-1080",">",-5,"y"
637037,"Hs 706.T",">",-5,"y"
637037,"Hs 729",">",-5,"y"
637037,"Hs 913.T",">",-5,"y"
637037,"Hu09",">",-5,"y"
637037,"KHOS NP",">",-5,"y"
637037,"KHOS-240S",">",-5,"y"
637037,"KHOS-312H",">",-5,"y"
637037,"LS141",">",-5,"y"
637037,"MES-SA",">",-5,"y"
637037,"MES-SA Dx5",">",-5,"y"
637037,"MHM-25",">",-5,"y"
637037,"MHM-8",">",-5,"y"
637037,"MPNST",">",-5,"y"
637037,"OHS",">",-5,"y"
637037,"RD",">",-5,"y"
637037,"RD-ES",">",-5,"y"
637037,"Rh18",">",-5,"y"
637037,"Rh28",">",-5,"y"
637037,"Rh28 PX11/LPAM",">",-5,"y"
637037,"Rh30",">",-5,"y"
637037,"Rh36",">",-5,"y"
637037,"Rh41",">",-5,"y"
637037,"SAOS-2",">",-5,"y"
637037,"SJCRH30(RMS 13)",">",-5,"y"
637037,"SJSA-1",">",-5,"y"
637037,"SK-ES-1",">",-5,"y"
637037,"SK-LMS-1",">",-5,"y"
637037,"SK-N-MC",">",-5,"y"
637037,"SK-UT-1",">",-5,"y"
637037,"SK-UT-1B",">",-5,"y"
637037,"ST8814",">",-5,"y"
637037,"SW 1353",">",-5,"y"
637037,"SW 684",">",-5,"y"
637037,"SW 982",">",-5,"y"
637037,"SYO-1",">",-5,"y"
637037,"TC-32",">",-5,"y"
637037,"TC-71",">",-5,"y"
637037,"U-2 OS",">",-5,"y"
637037,"VA-ES-BJ",">",-5,"y"
639186,"A-204",">",-5,"y"
639186,"A-673","=",-7.954677021,"y"
639186,"A549/ATCC","=",-5,"y"
639186,"A549/ATCC",">",-5,"no"
639186,"ASPS-1",">",-5,"y"
639186,"CHA-59","=",-7.581698709,"y"
639186,"CHLA-10","=",-7.107905397,"y"
639186,"CHLA-25","=",-7.906578315,"y"
639186,"CHLA-258","=",-6.950781977,"y"
639186,"CHLA-32","=",-7.170696227,"y"
639186,"CHLA-9","=",-7.752026734,"y"
639186,"CHP-100","=",-8.313363731,"y"
639186,"COG-E-352","=",-7.93930216,"y"
639186,"DDLS",">",-5,"y"
639186,"ES-1","=",-8.507239611,"y"
639186,"ES-2","=",-8.209011525,"y"
639186,"ES-3","=",-8.454692884,"y"
639186,"ES-4","=",-8.143875556,"y"
639186,"ES-6","=",-8.125518182,"y"
639186,"ES-7","=",-8.459670525,"y"
639186,"ES-8","=",-8.537602002,"y"
639186,"EW8","=",-8.59345982,"y"
639186,"G-401","=",-6.031517051,"y"
639186,"HOS","=",-8.009217308,"y"
639186,"HSSY-II","=",-6.966576245,"y"
639186,"HT-1080","=",-8.137868621,"y"
639186,"Hs 706.T",">",-5,"y"
639186,"Hs 729",">",-5,"y"
639186,"Hs 913.T",">",-5,"y"
639186,"Hu09","=",-6.610833916,"y"
639186,"KHOS NP","=",-6.847711656,"y"
639186,"KHOS-240S","=",-7.769551079,"y"
639186,"KHOS-312H","=",-8.015922966,"y"
639186,"LS141",">",-5,"y"
639186,"MES-SA","=",-7.391473966,"y"
639186,"MES-SA Dx5","=",-7.573488739,"y"
639186,"MHM-25",">",-5,"y"
639186,"MHM-8",">",-5,"y"
639186,"MPNST","=",-7.93930216,"y"
639186,"OHS","=",-8.453457337,"y"
639186,"RD",">",-5,"y"
639186,"RD-ES","=",-8.37675071,"y"
639186,"Rh18","=",-7.669586227,"y"
639186,"Rh28",">",-5,"y"
639186,"Rh28 PX11/LPAM","=",-8.043351421,"y"
639186,"Rh30","=",-8.025949097,"y"
639186,"Rh36","=",-7.621602099,"y"
639186,"Rh41","=",-7.450996738,"y"
639186,"SAOS-2","=",-8.384049948,"y"
639186,"SJCRH30(RMS 13)","=",-8.379863945,"y"
639186,"SJSA-1","=",-7.015472687,"y"
639186,"SK-ES-1","=",-7.659555885,"y"
639186,"SK-LMS-1","=",-7.725842151,"y"
639186,"SK-N-MC","<",-8.818156412,"y"
639186,"SK-UT-1","=",-7.645891561,"y"
639186,"SK-UT-1B","=",-7.853871964,"y"
639186,"ST8814","=",-7.415668776,"y"
639186,"SW 1353",">",-5,"y"
639186,"SW 684",">",-5,"y"
639186,"SW 982",">",-5,"y"
639186,"SYO-1","=",-7.540607512,"y"
639186,"TC-32","=",-8.345823458,"y"
639186,"TC-71","=",-8.485452247,"y"
639186,"U-2 OS",">",-5,"y"
639186,"VA-ES-BJ","=",-8.048662481,"y"
639966,"A-204","<",-8.818156412,"y"
639966,"A-673",">",-5,"y"
639966,"A549/ATCC",">",-5,"y"
639966,"ASPS-1",">",-5,"y"
639966,"CHA-59",">",-5,"y"
639966,"CHLA-10",">",-5,"y"
639966,"CHLA-25",">",-5,"y"
639966,"CHLA-258",">",-5,"y"
639966,"CHLA-32",">",-5,"y"
639966,"CHLA-9",">",-5,"y"
639966,"CHP-100",">",-5,"y"
639966,"COG-E-352",">",-5,"y"
639966,"DDLS",">",-5,"y"
639966,"ES-1",">",-5,"y"
639966,"ES-2",">",-5,"y"
639966,"ES-3",">",-5,"y"
639966,"ES-4",">",-5,"y"
639966,"ES-6",">",-5,"y"
639966,"ES-7",">",-5,"y"
639966,"ES-8",">",-5,"y"
639966,"EW8","<",-8.818156412,"y"
639966,"G-401",">",-5,"y"
639966,"HOS",">",-5,"y"
639966,"HSSY-II",">",-5,"y"
639966,"HT-1080",">",-5,"y"
639966,"Hs 706.T",">",-5,"y"
639966,"Hs 729",">",-5,"y"
639966,"Hs 913.T",">",-5,"y"
639966,"Hu09",">",-5,"y"
639966,"KHOS NP",">",-5,"y"
639966,"KHOS-240S",">",-5,"y"
639966,"KHOS-312H",">",-5,"y"
639966,"LS141",">",-5,"y"
639966,"MES-SA",">",-5,"y"
639966,"MES-SA Dx5",">",-5,"y"
639966,"MHM-25",">",-5,"y"
639966,"MHM-8",">",-5,"y"
639966,"MPNST",">",-5,"y"
639966,"OHS",">",-5,"y"
639966,"RD",">",-5,"y"
639966,"RD-ES",">",-5,"y"
639966,"Rh18",">",-5,"y"
639966,"Rh28",">",-5,"y"
639966,"Rh28 PX11/LPAM",">",-5,"y"
639966,"Rh30",">",-5,"y"
639966,"Rh36",">",-5,"y"
639966,"Rh41",">",-5,"y"
639966,"SAOS-2",">",-5,"y"
639966,"SJCRH30(RMS 13)",">",-5,"y"
639966,"SJSA-1",">",-5,"y"
639966,"SK-ES-1",">",-5,"y"
639966,"SK-LMS-1",">",-5,"y"
639966,"SK-N-MC",">",-5,"y"
639966,"SK-UT-1",">",-5,"y"
639966,"SK-UT-1B",">",-5,"y"
639966,"ST8814",">",-5,"y"
639966,"SW 1353",">",-5,"y"
639966,"SW 684",">",-5,"y"
639966,"SW 982",">",-5,"y"
639966,"SYO-1",">",-5,"y"
639966,"TC-32",">",-5,"y"
639966,"TC-71",">",-5,"y"
639966,"U-2 OS",">",-5,"y"
639966,"VA-ES-BJ",">",-5,"y"
649890,"A-204","=",-7.563837353,"y"
649890,"A-673","<",-8.818156412,"y"
649890,"A549/ATCC","=",-6.75762582133333,"y"
649890,"ASPS-1","=",-6.345823458,"y"
649890,"CHA-59","=",-6.991399828,"y"
649890,"CHLA-10","=",-7.079354999,"y"
649890,"CHLA-25","=",-7.020907099,"y"
649890,"CHLA-258","=",-7.1123827,"y"
649890,"CHLA-32","=",-7.042392713,"y"
649890,"CHLA-9","=",-7.311580178,"y"
649890,"CHP-100","=",-7.175874166,"y"
649890,"COG-E-352","=",-7.723538196,"y"
649890,"DDLS","=",-6.928117993,"y"
649890,"ES-1","=",-7.189095719,"y"
649890,"ES-2","=",-6.913640169,"y"
649890,"ES-3","=",-7.028260409,"y"
649890,"ES-4","=",-7.756961951,"y"
649890,"ES-6","=",-7.262807357,"y"
649890,"ES-7","=",-7.156144577,"y"
649890,"ES-8","=",-7.023650021,"y"
649890,"EW8","=",-7.406713933,"y"
649890,"G-401","=",-7.500312917,"y"
649890,"HOS","=",-6.958607315,"y"
649890,"HSSY-II","=",-5.000434512,"y"
649890,"HT-1080","=",-6.978810701,"y"
649890,"Hs 706.T","=",-7.271646218,"y"
649890,"Hs 729","=",-6.790484985,"y"
649890,"Hs 913.T","=",-7.081969663,"y"
649890,"Hu09","=",-7.199282922,"y"
649890,"KHOS NP","=",-7.084072788,"y"
649890,"KHOS-240S","=",-6.684029655,"y"
649890,"KHOS-312H","=",-7.151195299,"y"
649890,"LS141","=",-7.211124884,"y"
649890,"MES-SA","=",-7.077793723,"y"
649890,"MES-SA Dx5","=",-7.212539525,"y"
649890,"MHM-25","=",-7.19314197,"y"
649890,"MHM-8","=",-7.07211659,"y"
649890,"MPNST","=",-6.739928612,"y"
649890,"OHS","=",-7.320572103,"y"
649890,"RD","=",-6.866461092,"y"
649890,"RD-ES","=",-6.838631998,"y"
649890,"Rh18","=",-6.634512015,"y"
649890,"Rh28","=",-6.793174124,"y"
649890,"Rh28 PX11/LPAM","=",-6.774690718,"y"
649890,"Rh30","=",-6.826813732,"y"
649890,"Rh36","=",-7.015022874,"y"
649890,"Rh41","=",-7.232844134,"y"
649890,"SAOS-2","=",-7.102922997,"y"
649890,"SJCRH30(RMS 13)","=",-6.93930216,"y"
649890,"SJSA-1","=",-7.009217308,"y"
649890,"SK-ES-1","=",-7.241845378,"y"
649890,"SK-LMS-1","=",-6.709965389,"y"
649890,"SK-N-MC","=",-7.222573178,"y"
649890,"SK-UT-1","=",-7.022276395,"y"
649890,"SK-UT-1B","=",-7.498940738,"y"
649890,"ST8814","=",-6.782516056,"y"
649890,"SW 1353","=",-7.142064735,"y"
649890,"SW 684","=",-7.15490196,"y"
649890,"SW 982","=",-7.4710833,"y"
649890,"SYO-1","=",-7.55129368,"y"
649890,"TC-32","=",-7.294992041,"y"
649890,"TC-71","=",-7.462180905,"y"
649890,"U-2 OS","=",-7.171340103,"y"
649890,"VA-ES-BJ","=",-7.659555885,"y"
673596,"A-204","<",-8.818156412,"y"
673596,"A-673","<",-8.818156412,"y"
673596,"A549/ATCC","=",-7.19648852283333,"y"
673596,"ASPS-1","=",-6.258848401,"y"
673596,"CHA-59","<",-8.818156412,"y"
673596,"CHLA-10","<",-8.818156412,"y"
673596,"CHLA-25","<",-8.818156412,"y"
673596,"CHLA-258","<",-8.818156412,"y"
673596,"CHLA-32","<",-8.818156412,"y"
673596,"CHLA-9","<",-8.818156412,"y"
673596,"CHP-100","<",-8.818156412,"y"
673596,"COG-E-352","<",-8.818156412,"y"
673596,"DDLS","<",-8.818156412,"y"
673596,"ES-1","<",-8.818156412,"y"
673596,"ES-2","<",-8.818156412,"y"
673596,"ES-3","<",-8.818156412,"y"
673596,"ES-4","<",-8.818156412,"y"
673596,"ES-6","<",-8.818156412,"y"
673596,"ES-7","<",-8.818156412,"y"
673596,"ES-8","<",-8.818156412,"y"
673596,"EW8","<",-8.818156412,"y"
673596,"G-401","<",-8.818156412,"y"
673596,"HOS","<",-8.818156412,"y"
673596,"HSSY-II","<",-8.818156412,"y"
673596,"HT-1080","<",-8.818156412,"y"
673596,"Hs 706.T","=",-7.457174573,"y"
673596,"Hs 729","<",-8.818156412,"y"
673596,"Hs 913.T","<",-8.818156412,"y"
673596,"Hu09","<",-8.818156412,"y"
673596,"KHOS NP","=",-8.351639989,"y"
673596,"KHOS-240S","=",-8.253365801,"y"
673596,"KHOS-312H","=",-8.462180905,"y"
673596,"LS141","=",-8.49757288,"y"
673596,"MES-SA","=",-8.040005162,"y"
673596,"MES-SA Dx5","=",-8.097997109,"y"
673596,"MHM-25","=",-7.978810701,"y"
673596,"MHM-8","=",-8.463441557,"y"
673596,"MPNST","=",-7.958607315,"y"
673596,"OHS","<",-8.818156412,"y"
673596,"RD","<",-8.818156412,"y"
673596,"RD-ES","<",-8.818156412,"y"
673596,"Rh18","=",-8.187086643,"y"
673596,"Rh28","=",-7.294992041,"y"
673596,"Rh28 PX11/LPAM","<",-8.818156412,"y"
673596,"Rh30","<",-8.818156412,"y"
673596,"Rh36","<",-8.818156412,"y"
673596,"Rh41","=",-8.4867824,"y"
673596,"SAOS-2","=",-8.627087997,"y"
673596,"SJCRH30(RMS 13)","<",-8.818156412,"y"
673596,"SJSA-1","=",-8.161150909,"y"
673596,"SK-ES-1","<",-8.818156412,"y"
673596,"SK-LMS-1","=",-8.605548319,"y"
673596,"SK-N-MC","<",-8.818156412,"y"
673596,"SK-UT-1","=",-8.690369833,"y"
673596,"SK-UT-1B","<",-8.818156412,"y"
673596,"ST8814","=",-7.982966661,"y"
673596,"SW 1353","=",-8.204119983,"y"
673596,"SW 684","=",-8.172630727,"y"
673596,"SW 982","<",-8.818156412,"y"
673596,"SYO-1","<",-8.818156412,"y"
673596,"TC-32","<",-8.818156412,"y"
673596,"TC-71","<",-8.818156412,"y"
673596,"U-2 OS","=",-8.503070352,"y"
673596,"VA-ES-BJ","=",-8.241845378,"y"
678515,"A-204",">",-5,"y"
678515,"A-673",">",-5,"y"
678515,"A549/ATCC",">",-5,"y"
678515,"ASPS-1",">",-5,"y"
678515,"CHA-59",">",-5,"y"
678515,"CHLA-10",">",-5,"y"
678515,"CHLA-25",">",-5,"y"
678515,"CHLA-258",">",-5,"y"
678515,"CHLA-32",">",-5,"y"
678515,"CHLA-9",">",-5,"y"
678515,"CHP-100",">",-5,"y"
678515,"COG-E-352",">",-5,"y"
678515,"DDLS",">",-5,"y"
678515,"ES-1",">",-5,"y"
678515,"ES-2",">",-5,"y"
678515,"ES-3",">",-5,"y"
678515,"ES-4",">",-5,"y"
678515,"ES-6",">",-5,"y"
678515,"ES-7",">",-5,"y"
678515,"ES-8",">",-5,"y"
678515,"EW8",">",-5,"y"
678515,"G-401",">",-5,"y"
678515,"HOS",">",-5,"y"
678515,"HSSY-II",">",-5,"y"
678515,"HT-1080",">",-5,"y"
678515,"Hs 706.T",">",-5,"y"
678515,"Hs 729",">",-5,"y"
678515,"Hs 913.T",">",-5,"y"
678515,"Hu09",">",-5,"y"
678515,"KHOS NP",">",-5,"y"
678515,"KHOS-240S",">",-5,"y"
678515,"KHOS-312H",">",-5,"y"
678515,"LS141",">",-5,"y"
678515,"MES-SA",">",-5,"y"
678515,"MES-SA Dx5",">",-5,"y"
678515,"MHM-25",">",-5,"y"
678515,"MHM-8",">",-5,"y"
678515,"MPNST",">",-5,"y"
678515,"OHS",">",-5,"y"
678515,"RD",">",-5,"y"
678515,"RD-ES",">",-5,"y"
678515,"Rh18",">",-5,"y"
678515,"Rh28",">",-5,"y"
678515,"Rh28 PX11/LPAM",">",-5,"y"
678515,"Rh30",">",-5,"y"
678515,"Rh36",">",-5,"y"
678515,"Rh41",">",-5,"y"
678515,"SAOS-2",">",-5,"y"
678515,"SJCRH30(RMS 13)",">",-5,"y"
678515,"SJSA-1",">",-5,"y"
678515,"SK-ES-1",">",-5,"y"
678515,"SK-LMS-1",">",-5,"y"
678515,"SK-N-MC",">",-5,"y"
678515,"SK-UT-1",">",-5,"y"
678515,"SK-UT-1B",">",-5,"y"
678515,"ST8814",">",-5,"y"
678515,"SW 1353",">",-5,"y"
678515,"SW 684",">",-5,"y"
678515,"SW 982",">",-5,"y"
678515,"SYO-1",">",-5,"y"
678515,"TC-32",">",-5,"y"
678515,"TC-71",">",-5,"y"
678515,"U-2 OS",">",-5,"y"
678515,"VA-ES-BJ",">",-5,"y"
679828,"A-204",">",-5,"y"
679828,"A-673",">",-5,"y"
679828,"A549/ATCC",">",-5,"y"
679828,"ASPS-1",">",-5,"y"
679828,"CHA-59",">",-5,"y"
679828,"CHLA-10",">",-5,"y"
679828,"CHLA-25",">",-5,"y"
679828,"CHLA-258",">",-5,"y"
679828,"CHLA-32",">",-5,"y"
679828,"CHLA-9",">",-5,"y"
679828,"CHP-100",">",-5,"y"
679828,"COG-E-352",">",-5,"y"
679828,"DDLS",">",-5,"y"
679828,"ES-1",">",-5,"y"
679828,"ES-2",">",-5,"y"
679828,"ES-3",">",-5,"y"
679828,"ES-4",">",-5,"y"
679828,"ES-6",">",-5,"y"
679828,"ES-7",">",-5,"y"
679828,"ES-8",">",-5,"y"
679828,"EW8",">",-5,"y"
679828,"G-401",">",-5,"y"
679828,"HOS",">",-5,"y"
679828,"HSSY-II",">",-5,"y"
679828,"HT-1080",">",-5,"y"
679828,"Hs 706.T",">",-5,"y"
679828,"Hs 729",">",-5,"y"
679828,"Hs 913.T",">",-5,"y"
679828,"Hu09",">",-5,"y"
679828,"KHOS NP",">",-5,"y"
679828,"KHOS-240S",">",-5,"y"
679828,"KHOS-312H",">",-5,"y"
679828,"LS141",">",-5,"y"
679828,"MES-SA",">",-5,"y"
679828,"MES-SA Dx5",">",-5,"y"
679828,"MHM-25",">",-5,"y"
679828,"MHM-8",">",-5,"y"
679828,"MPNST",">",-5,"y"
679828,"OHS",">",-5,"y"
679828,"RD",">",-5,"y"
679828,"RD-ES",">",-5,"y"
679828,"Rh18",">",-5,"y"
679828,"Rh28",">",-5,"y"
679828,"Rh28 PX11/LPAM",">",-5,"y"
679828,"Rh30",">",-5,"y"
679828,"Rh36",">",-5,"y"
679828,"Rh41",">",-5,"y"
679828,"SAOS-2",">",-5,"y"
679828,"SJCRH30(RMS 13)",">",-5,"y"
679828,"SJSA-1",">",-5,"y"
679828,"SK-ES-1",">",-5,"y"
679828,"SK-LMS-1",">",-5,"y"
679828,"SK-N-MC",">",-5,"y"
679828,"SK-UT-1",">",-5,"y"
679828,"SK-UT-1B",">",-5,"y"
679828,"ST8814",">",-5,"y"
679828,"SW 1353",">",-5,"y"
679828,"SW 684",">",-5,"y"
679828,"SW 982",">",-5,"y"
679828,"SYO-1",">",-5,"y"
679828,"TC-32",">",-5,"y"
679828,"TC-71",">",-5,"y"
679828,"U-2 OS",">",-5,"y"
679828,"VA-ES-BJ",">",-5,"y"
681239,"A-204","=",-8.204119983,"y"
681239,"A-673","=",-8.458420756,"y"
681239,"A549/ATCC","=",-7.898838203875,"y"
681239,"ASPS-1","=",-8.185752404,"y"
681239,"CHLA-10","=",-8.2915791,"y"
681239,"CHLA-25","=",-8.485452247,"y"
681239,"CHLA-258","=",-8.062983893,"y"
681239,"CHLA-32","=",-8.189095719,"y"
681239,"CHP-100","=",-8.1837587,"y"
681239,"COG-E-352","=",-8.226213555,"y"
681239,"DDLS","=",-8.647817482,"y"
681239,"ES-1","=",-8.186419011,"y"
681239,"ES-2","=",-8.449771647,"y"
681239,"ES-3","=",-8.346787486,"y"
681239,"ES-4","=",-8.463441557,"y"
681239,"ES-6","<",-8.818156412,"y"
681239,"ES-7","=",-8.567030709,"y"
681239,"ES-8","=",-8.102372909,"y"
681239,"EW8","=",-8.530177984,"y"
681239,"G-401","=",-8.528708289,"y"
681239,"HOS","=",-8.496209317,"y"
681239,"HSSY-II","=",-8.742321425,"y"
681239,"HT-1080","=",-8.067526235,"y"
681239,"Hs 132.T","=",-7.342944147,"y"
681239,"Hs 706.T","=",-7.591760035,"y"
681239,"Hs 729","=",-8.211831629,"y"
681239,"Hs 913.T","=",-8.435333936,"y"
681239,"Hu09","=",-8.468521083,"y"
681239,"KHOS NP","=",-8.447331784,"y"
681239,"KHOS-240S","=",-8.57024772,"y"
681239,"KHOS-312H","=",-8.396855627,"y"
681239,"LS141","=",-8.512861625,"y"
681239,"MES-SA","=",-8.567030709,"y"
681239,"MES-SA Dx5","=",-7.619788758,"y"
681239,"MHM-25","=",-8.399027104,"y"
681239,"MHM-8","=",-8.406713933,"y"
681239,"MPNST","=",-8.493494968,"y"
681239,"OHS","=",-8.308034897,"y"
681239,"RD","=",-8.39936067566667,"y"
681239,"RD-ES","=",-8.147520006,"y"
681239,"Rh18","=",-8.42945706,"y"
681239,"Rh28","=",-8.249491605,"y"
681239,"Rh30","=",-8.222573178,"y"
681239,"Rh36","=",-8.118045029,"y"
681239,"Rh41","=",-8.41453927,"y"
681239,"SAOS-2","=",-7.787812396,"y"
681239,"SJCRH30(RMS 13)","=",-8.179142011,"y"
681239,"SJSA-1","=",-8.092588639,"y"
681239,"SK-ES-1","=",-8.076238039,"y"
681239,"SK-LMS-1","=",-8.230622674,"y"
681239,"SK-N-MC","=",-8.590066877,"y"
681239,"SK-UT-1","=",-8.518557371,"y"
681239,"SK-UT-1B","=",-8.408935393,"y"
681239,"ST8814","=",-8.68613278,"y"
681239,"SW 1353","=",-8.304518324,"y"
681239,"SW 684","=",-8.378823718,"y"
681239,"SW 982","=",-8.49757288,"y"
681239,"SYO-1","=",-8.092588639,"y"
681239,"TC-32","=",-8.485452247,"y"
681239,"TC-71","=",-8.4225082,"y"
681239,"U-2 OS","=",-8.36552273,"y"
681239,"VA-ES-BJ","=",-8.236572006,"y"
686288,"A-204",">",-5,"y"
686288,"A-673","=",-7.171340103,"y"
686288,"A549/ATCC",">",-5,"y"
686288,"ASPS-1","=",-6.575118363,"y"
686288,"CHA-59","=",-7.19859629,"y"
686288,"CHLA-10",">",-5,"y"
686288,"CHLA-25","=",-7.219682688,"y"
686288,"CHLA-258","=",-7.035269079,"y"
686288,"CHLA-32","=",-6.452225295,"y"
686288,"CHLA-9","=",-5.42945706,"y"
686288,"CHP-100","=",-7.322393047,"y"
686288,"COG-E-352","=",-7.262012674,"y"
686288,"DDLS",">",-5,"y"
686288,"ES-1","=",-8.360513511,"y"
686288,"ES-2","=",-7.879426069,"y"
686288,"ES-3","=",-8.286509457,"y"
686288,"ES-4",">",-5,"y"
686288,"ES-6","=",-8.367542708,"y"
686288,"ES-7","=",-6.943095149,"y"
686288,"ES-8","=",-8.087246696,"y"
686288,"EW8","<",-8.818156412,"y"
686288,"G-401","=",-6.576754126,"y"
686288,"HOS",">",-5,"y"
686288,"HSSY-II",">",-5,"y"
686288,"HT-1080",">",-5,"y"
686288,"Hs 706.T","=",-7.141462802,"y"
686288,"Hs 729",">",-5,"y"
686288,"Hs 913.T",">",-5,"y"
686288,"Hu09","=",-7.739928612,"y"
686288,"KHOS NP",">",-5,"y"
686288,"KHOS-240S",">",-5,"y"
686288,"KHOS-312H",">",-5,"y"
686288,"LS141",">",-5,"y"
686288,"MES-SA","=",-7.174573882,"y"
686288,"MES-SA Dx5","=",-6.372634143,"y"
686288,"MHM-25",">",-5,"y"
686288,"MHM-8",">",-5,"y"
686288,"MPNST",">",-5,"y"
686288,"OHS","=",-7.543633967,"y"
686288,"RD",">",-5,"y"
686288,"RD-ES","=",-8.103473783,"y"
686288,"Rh18",">",-5,"y"
686288,"Rh28",">",-5,"y"
686288,"Rh28 PX11/LPAM",">",-5,"y"
686288,"Rh30",">",-5,"y"
686288,"Rh36","=",-6.554395797,"y"
686288,"Rh41",">",-5,"y"
686288,"SAOS-2",">",-5,"y"
686288,"SJCRH30(RMS 13)","=",-5.583359493,"y"
686288,"SJSA-1",">",-5,"y"
686288,"SK-ES-1","=",-6.492144128,"y"
686288,"SK-LMS-1",">",-5,"y"
686288,"SK-N-MC","=",-7.003050752,"y"
686288,"SK-UT-1",">",-5,"y"
686288,"SK-UT-1B",">",-5,"y"
686288,"ST8814",">",-5,"y"
686288,"SW 1353","=",-5.565431096,"y"
686288,"SW 684",">",-5,"y"
686288,"SW 982","=",-5.216096421,"y"
686288,"SYO-1","=",-5.812479279,"y"
686288,"TC-32","=",-5.903089987,"y"
686288,"TC-71","=",-6.744727495,"y"
686288,"U-2 OS","=",-6.554395797,"y"
686288,"VA-ES-BJ",">",-5,"y"
686673,"A-204",">",-5,"y"
686673,"A-673",">",-5,"y"
686673,"A549/ATCC",">",-5,"y"
686673,"ASPS-1",">",-5,"y"
686673,"CHLA-10",">",-5,"y"
686673,"CHLA-25",">",-5,"y"
686673,"CHLA-258",">",-5,"y"
686673,"CHLA-32",">",-5,"y"
686673,"CHP-100",">",-5,"y"
686673,"COG-E-352",">",-5,"y"
686673,"DDLS",">",-5,"y"
686673,"ES-1",">",-5,"y"
686673,"ES-2",">",-5,"y"
686673,"ES-3",">",-5,"y"
686673,"ES-4",">",-5,"y"
686673,"ES-6",">",-5,"y"
686673,"ES-7",">",-5,"y"
686673,"ES-8",">",-5,"y"
686673,"EW8",">",-5,"y"
686673,"G-401",">",-5,"y"
686673,"HOS",">",-5,"y"
686673,"HSSY-II",">",-5,"y"
686673,"HT-1080",">",-5,"y"
686673,"Hs 132.T",">",-5,"y"
686673,"Hs 706.T",">",-5,"y"
686673,"Hs 729",">",-5,"y"
686673,"Hs 913.T",">",-5,"y"
686673,"Hu09",">",-5,"y"
686673,"KHOS NP",">",-5,"y"
686673,"KHOS-240S",">",-5,"y"
686673,"KHOS-312H",">",-5,"y"
686673,"LS141",">",-5,"y"
686673,"MES-SA",">",-5,"y"
686673,"MES-SA Dx5",">",-5,"y"
686673,"MHM-25",">",-5,"y"
686673,"MHM-8",">",-5,"y"
686673,"MPNST",">",-5,"y"
686673,"OHS",">",-5,"y"
686673,"RD",">",-5,"y"
686673,"RD-ES",">",-5,"y"
686673,"Rh18",">",-5,"y"
686673,"Rh28",">",-5,"y"
686673,"Rh30",">",-5,"y"
686673,"Rh36",">",-5,"y"
686673,"Rh41",">",-5,"y"
686673,"SAOS-2",">",-5,"y"
686673,"SJCRH30(RMS 13)",">",-5,"y"
686673,"SJSA-1",">",-5,"y"
686673,"SK-ES-1",">",-5,"y"
686673,"SK-LMS-1",">",-5,"y"
686673,"SK-N-MC",">",-5,"y"
686673,"SK-UT-1",">",-5,"y"
686673,"SK-UT-1B",">",-5,"y"
686673,"ST8814",">",-5,"y"
686673,"SW 1353",">",-5,"y"
686673,"SW 684",">",-5,"y"
686673,"SW 982",">",-5,"y"
686673,"SYO-1",">",-5,"y"
686673,"TC-32",">",-5,"y"
686673,"TC-71",">",-5,"y"
686673,"U-2 OS",">",-5,"y"
686673,"VA-ES-BJ",">",-5,"y"
698037,"A-204",">",-5,"y"
698037,"A-673","=",-7.057495894,"y"
698037,"A549/ATCC","=",-5.245526086,"y"
698037,"A549/ATCC",">",-5,"no"
698037,"ASPS-1",">",-5,"y"
698037,"CHLA-10",">",-5,"y"
698037,"CHLA-25","=",-5,"y"
698037,"CHLA-258",">",-5,"y"
698037,"CHLA-32","=",-5.428291168,"y"
698037,"CHP-100","=",-7.116338565,"y"
