"nsc","cell_line","flag_ic50","mean","OK"
764515,"TC-71","=",-6.625251654,"y"
764515,"U-2 OS","=",-6.129011186,"y"
764515,"VA-ES-BJ","=",-6.435333936,"y"
764516,"A-204","=",-6.504455662,"y"
764516,"A-673","=",-5.866461092,"y"
764516,"A549/ATCC","=",-5.39907819716667,"y"
764516,"ASPS-1","=",-5.044793462,"y"
764516,"CHA-59","=",-6.407823243,"y"
764516,"CHLA-10","=",-6.388276692,"y"
764516,"CHLA-25","=",-6.303643611,"y"
764516,"CHLA-258","=",-6.22475374,"y"
764516,"CHLA-32","=",-5.860120914,"y"
764516,"CHLA-9","=",-6.476253533,"y"
764516,"CHP-100","=",-5.779891912,"y"
764516,"COG-E-352","=",-5.946921557,"y"
764516,"DDLS","=",-6.580044252,"y"
764516,"ES-1","=",-6.407823243,"y"
764516,"ES-2","=",-5.530177984,"y"
764516,"ES-3","=",-6.07109231,"y"
764516,"ES-4","=",-6.262807357,"y"
764516,"ES-6","=",-6.028724151,"y"
764516,"ES-7","=",-6.723538196,"y"
764516,"ES-8","=",-5.801342913,"y"
764516,"EW8","=",-6.253365801,"y"
764516,"G-401","=",-6.801342913,"y"
764516,"HOS","=",-6.1662034875,"y"
764516,"HSSY-II","=",-6.131355562,"y"
764516,"HT-1080","=",-5.500312917,"y"
764516,"Hs 706.T","=",-5.507239611,"y"
764516,"Hs 729","=",-6.095825632,"y"
764516,"Hs 913.T","=",-6.038104526,"y"
764516,"Hu09","=",-6.508638306,"y"
764516,"KHOS NP",">",-5,"y"
764516,"KHOS-240S","=",-5.432768004,"y"
764516,"KHOS-312H","=",-5.222573178,"y"
764516,"LS141","=",-6.1851983725,"y"
764516,"MES-SA","=",-6.048176965,"y"
764516,"MES-SA Dx5","=",-6.21395879,"y"
764516,"MHM-25","=",-5.388276692,"y"
764516,"MHM-8","=",-5.690369833,"y"
764516,"MPNST","=",-5.793174124,"y"
764516,"OHS","=",-6.514278574,"y"
764516,"RD","=",-5.742321425,"y"
764516,"RD-ES","=",-6.361510743,"y"
764516,"Rh18","=",-5.838631998,"y"
764516,"Rh28","=",-6.042392713,"y"
764516,"Rh28 PX11/LPAM","=",-6.742321425,"y"
764516,"Rh30","=",-6.164943898,"y"
764516,"Rh36","=",-6.049148541,"y"
764516,"Rh41","=",-6.514278574,"y"
764516,"SAOS-2","=",-6.245651664,"y"
764516,"SJCRH30(RMS 13)","=",-6.077274542,"y"
764516,"SJSA-1","=",-5.790484985,"y"
764516,"SK-ES-1","=",-6.568636236,"y"
764516,"SK-LMS-1","=",-6.01278077,"y"
764516,"SK-N-MC","=",-6.508638306,"y"
764516,"SK-UT-1","=",-5.625251654,"y"
764516,"SK-UT-1B","=",-6.527243551,"y"
764516,"ST8814","=",-5.663540266,"y"
764516,"SW 1353","=",-5.982966661,"y"
764516,"SW 684","=",-6.200659451,"y"
764516,"SW 982","=",-6.590066877,"y"
764516,"SYO-1","=",-6.42945706,"y"
764516,"TC-32","=",-6.537602002,"y"
764516,"TC-71","=",-6.375717904,"y"
764516,"U-2 OS","=",-5.847711656,"y"
764516,"VA-ES-BJ","=",-6.103473783,"y"
764517,"A-204","=",-5.244125144,"y"
764517,"A-673","=",-5.281498311,"y"
764517,"A549/ATCC","=",-5.087777943,"y"
764517,"A549/ATCC",">",-5,"no"
764517,"ASPS-1",">",-5,"y"
764517,"CHA-59","=",-5.242603971,"y"
764517,"CHLA-10","=",-5.576754126,"y"
764517,"CHLA-25","=",-5.303643611,"y"
764517,"CHLA-258","=",-5.303643611,"y"
764517,"CHLA-32",">",-5,"y"
764517,"CHLA-9","=",-5.539102157,"y"
764517,"CHP-100","=",-5.147520006,"y"
764517,"COG-E-352",">",-5,"y"
764517,"DDLS","=",-5.54668166,"y"
764517,"ES-1","=",-5.118615343,"y"
764517,"ES-2",">",-5,"y"
764517,"ES-3","=",-5.252588192,"y"
764517,"ES-4","=",-5.282329497,"y"
764517,"ES-6","=",-5.159266765,"y"
764517,"ES-7","=",-5.270025714,"y"
764517,"ES-8",">",-5,"y"
764517,"EW8","=",-5.096367484,"y"
764517,"G-401","=",-5.277366077,"y"
764517,"HOS","=",-5.2638412265,"y"
764517,"HSSY-II","=",-5.369572125,"y"
764517,"HT-1080","=",-5.058985756,"y"
764517,"Hs 706.T","=",-5.304518324,"y"
764517,"Hs 729","=",-5.122053048,"y"
764517,"Hs 913.T","=",-5.37675071,"y"
764517,"Hu09","=",-5.237321436,"y"
764517,"KHOS NP",">",-5,"y"
764517,"KHOS-240S","=",-5.261982195,"y"
764517,"KHOS-312H",">",-5,"y"
764517,"LS141","=",-5.544879954,"y"
764517,"MES-SA",">",-5,"y"
764517,"MES-SA Dx5",">",-5,"y"
764517,"MHM-25",">",-5,"y"
764517,"MHM-8","=",-5.202040356,"y"
764517,"MPNST","=",-5.233587153,"y"
764517,"OHS","=",-5.41453927,"y"
764517,"RD","=",-5.2069084,"y"
764517,"RD-ES","=",-5.069050969,"y"
764517,"Rh18","=",-5.226213555,"y"
764517,"Rh28","=",-5.369572125,"y"
764517,"Rh28 PX11/LPAM","=",-5.351639989,"y"
764517,"Rh30","=",-5.568636236,"y"
764517,"Rh36","=",-5.379863945,"y"
764517,"Rh41","=",-5.320572103,"y"
764517,"SAOS-2","=",-5.315154638,"y"
764517,"SJCRH30(RMS 13)","=",-5.364516253,"y"
764517,"SJSA-1","=",-5.226945307,"y"
764517,"SK-ES-1","=",-5.826813732,"y"
764517,"SK-LMS-1",">",-5,"y"
764517,"SK-N-MC","=",-5.279840697,"y"
764517,"SK-UT-1",">",-5,"y"
764517,"SK-UT-1B",">",-5,"y"
764517,"ST8814","=",-5.218963061,"y"
764517,"SW 1353","=",-5.829738285,"y"
764517,"SW 684","=",-6.033858267,"y"
764517,"SW 982","=",-6.257274869,"y"
764517,"SYO-1","=",-6.095284455,"y"
764517,"TC-32","=",-5.393618635,"y"
764517,"TC-71","=",-5.301899454,"y"
764517,"U-2 OS","=",-5.218963061,"y"
764517,"VA-ES-BJ","=",-5.847711656,"y"
764579,"A-204",">",-5,"y"
764579,"A-673",">",-5,"y"
764579,"A549/ATCC",">",-5,"y"
764579,"ASPS-1",">",-5,"y"
764579,"CHA-59",">",-5,"y"
764579,"CHLA-10",">",-5,"y"
764579,"CHLA-25",">",-5,"y"
764579,"CHLA-258",">",-5,"y"
764579,"CHLA-32",">",-5,"y"
764579,"CHLA-9",">",-5,"y"
764579,"CHP-100",">",-5,"y"
764579,"COG-E-352",">",-5,"y"
764579,"DDLS",">",-5,"y"
764579,"ES-1",">",-5,"y"
764579,"ES-2",">",-5,"y"
764579,"ES-3",">",-5,"y"
764579,"ES-4",">",-5,"y"
764579,"ES-6",">",-5,"y"
764579,"ES-7",">",-5,"y"
764579,"ES-8",">",-5,"y"
764579,"EW8",">",-5,"y"
764579,"G-401",">",-5,"y"
764579,"HOS",">",-5,"y"
764579,"HSSY-II",">",-5,"y"
764579,"HT-1080",">",-5,"y"
764579,"Hs 706.T",">",-5,"y"
764579,"Hs 729",">",-5,"y"
764579,"Hs 913.T",">",-5,"y"
764579,"Hu09",">",-5,"y"
764579,"KHOS NP",">",-5,"y"
764579,"KHOS-240S",">",-5,"y"
764579,"KHOS-312H",">",-5,"y"
764579,"LS141",">",-5,"y"
764579,"MES-SA",">",-5,"y"
764579,"MES-SA Dx5",">",-5,"y"
764579,"MHM-25",">",-5,"y"
764579,"MHM-8",">",-5,"y"
764579,"MPNST",">",-5,"y"
764579,"OHS",">",-5,"y"
764579,"RD",">",-5,"y"
764579,"RD-ES",">",-5,"y"
764579,"Rh18",">",-5,"y"
764579,"Rh28",">",-5,"y"
764579,"Rh28 PX11/LPAM",">",-5,"y"
764579,"Rh30",">",-5,"y"
764579,"Rh36",">",-5,"y"
764579,"Rh41",">",-5,"y"
764579,"SAOS-2",">",-5,"y"
764579,"SJCRH30(RMS 13)",">",-5,"y"
764579,"SJSA-1",">",-5,"y"
764579,"SK-ES-1",">",-5,"y"
764579,"SK-LMS-1",">",-5,"y"
764579,"SK-N-MC",">",-5,"y"
764579,"SK-UT-1",">",-5,"y"
764579,"SK-UT-1B",">",-5,"y"
764579,"ST8814",">",-5,"y"
764579,"SW 1353",">",-5,"y"
764579,"SW 684",">",-5,"y"
764579,"SW 982",">",-5,"y"
764579,"SYO-1",">",-5,"y"
764579,"TC-32",">",-5,"y"
764579,"TC-71",">",-5,"y"
764579,"U-2 OS",">",-5,"y"
764579,"VA-ES-BJ",">",-5,"y"
764580,"A-204","=",-5.716698771,"y"
764580,"A-673",">",-5,"y"
764580,"A549/ATCC",">",-5,"y"
764580,"ASPS-1",">",-5,"y"
764580,"CHA-59","=",-5.991399828,"y"
764580,"CHLA-10","=",-5.218244625,"y"
764580,"CHLA-25","=",-5.434152181,"y"
764580,"CHLA-258",">",-5,"y"
764580,"CHLA-32",">",-5,"y"
764580,"CHLA-9",">",-5,"y"
764580,"CHP-100","=",-5.026872146,"y"
764580,"COG-E-352",">",-5,"y"
764580,"DDLS","=",-6.225483034,"y"
764580,"ES-1","=",-5.477555766,"y"
764580,"ES-2",">",-5,"y"
764580,"ES-3","=",-5.440093375,"y"
764580,"ES-4",">",-5,"y"
764580,"ES-6",">",-5,"y"
764580,"ES-7","=",-5.262807357,"y"
764580,"ES-8",">",-5,"y"
764580,"EW8","=",-5.27572413,"y"
764580,"G-401","=",-5.086716098,"y"
764580,"HOS","=",-5.974970673,"y"
764580,"HSSY-II","=",-5.809668302,"y"
764580,"HT-1080",">",-5,"y"
764580,"Hs 706.T","=",-5.029188389,"y"
764580,"Hs 729","=",-5.42136079,"y"
764580,"Hs 913.T",">",-5,"y"
764580,"Hu09","=",-5.022276395,"y"
764580,"KHOS NP",">",-5,"y"
764580,"KHOS-240S",">",-5,"y"
764580,"KHOS-312H",">",-5,"y"
764580,"LS141","=",-5.350665141,"y"
764580,"LS141",">",-5,"no"
764580,"MES-SA","=",-5.349692477,"y"
764580,"MES-SA Dx5","=",-5.407823243,"y"
764580,"MHM-25",">",-5,"y"
764580,"MHM-8",">",-5,"y"
764580,"MPNST","=",-5.661543506,"y"
764580,"OHS","=",-5.259637311,"y"
764580,"RD",">",-5,"y"
764580,"RD-ES","=",-5.140261434,"y"
764580,"Rh18",">",-5,"y"
764580,"Rh28","=",-5.173925197,"y"
764580,"Rh28 PX11/LPAM","=",-5.328827157,"y"
764580,"Rh30","=",-5.103473783,"y"
764580,"Rh36",">",-5,"y"
764580,"Rh41","=",-5.603800653,"y"
764580,"SAOS-2",">",-5,"y"
764580,"SJCRH30(RMS 13)","=",-5.149966742,"y"
764580,"SJSA-1",">",-5,"y"
764580,"SK-ES-1","=",-5.835647144,"y"
764580,"SK-LMS-1","=",-5.171340103,"y"
764580,"SK-N-MC","=",-5.55129368,"y"
764580,"SK-UT-1",">",-5,"y"
764580,"SK-UT-1B","=",-6.27572413,"y"
764580,"ST8814","=",-5.694648631,"y"
764580,"SW 1353",">",-5,"y"
764580,"SW 684","=",-6.222573178,"y"
764580,"SW 982","=",-5.643974143,"y"
764580,"SYO-1","=",-5.958607315,"y"
764580,"TC-32","=",-5.056505484,"y"
764580,"TC-71","=",-5.468521083,"y"
764580,"U-2 OS","=",-5.089909454,"y"
764580,"VA-ES-BJ","=",-5.274905479,"y"
764581,"A-204",">",-5,"y"
764581,"A-673",">",-5,"y"
764581,"A549/ATCC",">",-5,"y"
764581,"ASPS-1",">",-5,"y"
764581,"CHA-59",">",-5,"y"
764581,"CHLA-10",">",-5,"y"
764581,"CHLA-25",">",-5,"y"
764581,"CHLA-258",">",-5,"y"
764581,"CHLA-32",">",-5,"y"
764581,"CHLA-9",">",-5,"y"
764581,"CHP-100",">",-5,"y"
764581,"COG-E-352",">",-5,"y"
764581,"DDLS",">",-5,"y"
764581,"ES-1",">",-5,"y"
764581,"ES-2",">",-5,"y"
764581,"ES-3",">",-5,"y"
764581,"ES-4",">",-5,"y"
764581,"ES-6",">",-5,"y"
764581,"ES-7",">",-5,"y"
764581,"ES-8",">",-5,"y"
764581,"EW8",">",-5,"y"
764581,"G-401","=",-6.991399828,"y"
764581,"HOS",">",-5,"y"
764581,"HSSY-II",">",-5,"y"
764581,"HT-1080",">",-5,"y"
764581,"Hs 706.T",">",-5,"y"
764581,"Hs 729",">",-5,"y"
764581,"Hs 913.T",">",-5,"y"
764581,"Hu09",">",-5,"y"
764581,"KHOS NP",">",-5,"y"
764581,"KHOS-240S",">",-5,"y"
764581,"KHOS-312H",">",-5,"y"
764581,"LS141",">",-5,"y"
764581,"MES-SA",">",-5,"y"
764581,"MES-SA Dx5",">",-5,"y"
764581,"MHM-25",">",-5,"y"
764581,"MHM-8",">",-5,"y"
764581,"MPNST",">",-5,"y"
764581,"OHS",">",-5,"y"
764581,"RD",">",-5,"y"
764581,"RD-ES",">",-5,"y"
764581,"Rh18",">",-5,"y"
764581,"Rh28",">",-5,"y"
764581,"Rh28 PX11/LPAM",">",-5,"y"
764581,"Rh30",">",-5,"y"
764581,"Rh36",">",-5,"y"
764581,"Rh41",">",-5,"y"
764581,"SAOS-2",">",-5,"y"
764581,"SJCRH30(RMS 13)",">",-5,"y"
764581,"SJSA-1",">",-5,"y"
764581,"SK-ES-1",">",-5,"y"
764581,"SK-LMS-1",">",-5,"y"
764581,"SK-N-MC",">",-5,"y"
764581,"SK-UT-1",">",-5,"y"
764581,"SK-UT-1B",">",-5,"y"
764581,"ST8814",">",-5,"y"
764581,"SW 1353",">",-5,"y"
764581,"SW 684",">",-5,"y"
764581,"SW 982","=",-5.302770657,"y"
764581,"SYO-1",">",-5,"y"
764581,"TC-32",">",-5,"y"
764581,"TC-71",">",-5,"y"
764581,"U-2 OS",">",-5,"y"
764581,"VA-ES-BJ",">",-5,"y"
764582,"A-204",">",-5,"y"
764582,"A-673",">",-5,"y"
764582,"A549/ATCC",">",-5,"y"
764582,"ASPS-1",">",-5,"y"
764582,"CHA-59",">",-5,"y"
764582,"CHLA-10",">",-5,"y"
764582,"CHLA-25",">",-5,"y"
764582,"CHLA-258",">",-5,"y"
764582,"CHLA-32",">",-5,"y"
764582,"CHLA-9",">",-5,"y"
764582,"CHP-100",">",-5,"y"
764582,"COG-E-352",">",-5,"y"
764582,"DDLS",">",-5,"y"
764582,"ES-1",">",-5,"y"
764582,"ES-2",">",-5,"y"
764582,"ES-3",">",-5,"y"
764582,"ES-4",">",-5,"y"
764582,"ES-6",">",-5,"y"
764582,"ES-7",">",-5,"y"
764582,"ES-8",">",-5,"y"
764582,"EW8",">",-5,"y"
764582,"G-401",">",-5,"y"
764582,"HOS",">",-5,"y"
764582,"HSSY-II",">",-5,"y"
764582,"HT-1080",">",-5,"y"
764582,"Hs 706.T",">",-5,"y"
764582,"Hs 729",">",-5,"y"
764582,"Hs 913.T",">",-5,"y"
764582,"Hu09",">",-5,"y"
764582,"KHOS NP",">",-5,"y"
764582,"KHOS-240S",">",-5,"y"
764582,"KHOS-312H",">",-5,"y"
764582,"LS141",">",-5,"y"
764582,"MES-SA",">",-5,"y"
764582,"MES-SA Dx5",">",-5,"y"
764582,"MHM-25",">",-5,"y"
764582,"MHM-8",">",-5,"y"
764582,"MPNST",">",-5,"y"
764582,"OHS",">",-5,"y"
764582,"RD",">",-5,"y"
764582,"RD-ES",">",-5,"y"
764582,"Rh18",">",-5,"y"
764582,"Rh28",">",-5,"y"
764582,"Rh28 PX11/LPAM",">",-5,"y"
764582,"Rh30",">",-5,"y"
764582,"Rh36",">",-5,"y"
764582,"Rh41",">",-5,"y"
764582,"SAOS-2",">",-5,"y"
764582,"SJCRH30(RMS 13)",">",-5,"y"
764582,"SJSA-1",">",-5,"y"
764582,"SK-ES-1",">",-5,"y"
764582,"SK-LMS-1",">",-5,"y"
764582,"SK-N-MC",">",-5,"y"
764582,"SK-UT-1",">",-5,"y"
764582,"SK-UT-1B",">",-5,"y"
764582,"ST8814",">",-5,"y"
764582,"SW 1353",">",-5,"y"
764582,"SW 684",">",-5,"y"
764582,"SW 982",">",-5,"y"
764582,"SYO-1",">",-5,"y"
764582,"TC-32",">",-5,"y"
764582,"TC-71",">",-5,"y"
764582,"U-2 OS",">",-5,"y"
764582,"VA-ES-BJ",">",-5,"y"
764608,"A-204","=",-7.191114133,"y"
764608,"A-673","=",-7.555955204,"y"
764608,"A549/ATCC","=",-7.03210047583333,"y"
764608,"ASPS-1","=",-7.567030709,"y"
764608,"CHA-59","=",-7.458420756,"y"
764608,"CHLA-10","=",-7.640164518,"y"
764608,"CHLA-25","=",-7.338187314,"y"
764608,"CHLA-258","=",-7.258848401,"y"
764608,"CHLA-32","=",-7.524328812,"y"
764608,"CHLA-9","=",-7.315154638,"y"
764608,"CHP-100","=",-7.36552273,"y"
764608,"COG-E-352","=",-7.159893906,"y"
764608,"DDLS","=",-7.809668302,"y"
764608,"ES-1","=",-7.653647026,"y"
764608,"ES-2","=",-7.559090918,"y"
764608,"ES-3","=",-7.600326279,"y"
764608,"ES-4","=",-7.41453927,"y"
764608,"ES-6","=",-7.571865206,"y"
764608,"ES-7","=",-7.647817482,"y"
764608,"ES-8","=",-7.595166283,"y"
764608,"EW8","=",-7.311580178,"y"
764608,"G-401","=",-7.591760035,"y"
764608,"HOS","=",-7.563165354,"y"
764608,"HSSY-II","=",-7.619788758,"y"
764608,"HT-1080","=",-7.530177984,"y"
764608,"Hs 706.T","=",-7.54668166,"y"
764608,"Hs 729","=",-7.476253533,"y"
764608,"Hs 913.T","=",-7.485452247,"y"
764608,"Hu09","=",-7.194499142,"y"
764608,"KHOS NP","=",-7.216096421,"y"
764608,"KHOS-240S","=",-7.329166034,"y"
764608,"KHOS-312H","=",-7.104025268,"y"
764608,"LS141","=",-7.6817761125,"y"
764608,"MES-SA","=",-7.559090918,"y"
764608,"MES-SA Dx5","=",-7.557520231,"y"
764608,"MHM-25","=",-7.554395797,"y"
764608,"MHM-8","=",-7.681936665,"y"
764608,"MPNST","=",-7.272458743,"y"
764608,"OHS","=",-7.735182177,"y"
764608,"RD","=",-7.66756154,"y"
764608,"RD-ES","=",-7.542118103,"y"
764608,"Rh18",">",-5,"y"
764608,"Rh28",">",-5,"y"
764608,"Rh28 PX11/LPAM","=",-7.649751982,"y"
764608,"Rh30","=",-7.585026652,"y"
764608,"Rh36",">",-5,"y"
764608,"Rh41","=",-7.643974143,"y"
764608,"SAOS-2","=",-7.621602099,"y"
764608,"SJCRH30(RMS 13)","=",-7.54668166,"y"
764608,"SJSA-1","=",-7.573488739,"y"
764608,"SK-ES-1","=",-7.785156152,"y"
764608,"SK-LMS-1","=",-7.54515514,"y"
764608,"SK-N-MC","=",-7.688246139,"y"
764608,"SK-UT-1","=",-7.610833916,"y"
764608,"SK-UT-1B","=",-7.725842151,"y"
764608,"ST8814","=",-7.455931956,"y"
764608,"SW 1353","=",-7.040958608,"y"
764608,"SW 684","=",-7.397940009,"y"
764608,"SW 982","=",-7.261219442,"y"
764608,"SYO-1","=",-7.349692477,"y"
764608,"TC-32","=",-7.555955204,"y"
764608,"TC-71","=",-7.4225082,"y"
764608,"U-2 OS","=",-7.619788758,"y"
764608,"VA-ES-BJ","=",-7.632644079,"y"
764609,"A-204",">",-5,"y"
764609,"A-673",">",-5,"y"
764609,"A549/ATCC",">",-5,"y"
764609,"ASPS-1",">",-5,"y"
764609,"CHA-59",">",-5,"y"
764609,"CHLA-10",">",-5,"y"
764609,"CHLA-25",">",-5,"y"
764609,"CHLA-258",">",-5,"y"
764609,"CHLA-32",">",-5,"y"
764609,"CHLA-9",">",-5,"y"
764609,"CHP-100",">",-5,"y"
764609,"COG-E-352",">",-5,"y"
764609,"DDLS",">",-5,"y"
764609,"ES-1",">",-5,"y"
764609,"ES-2",">",-5,"y"
764609,"ES-3",">",-5,"y"
764609,"ES-4",">",-5,"y"
764609,"ES-6",">",-5,"y"
764609,"ES-7",">",-5,"y"
764609,"ES-8",">",-5,"y"
764609,"EW8",">",-5,"y"
764609,"G-401",">",-5,"y"
764609,"HOS",">",-5,"y"
764609,"HSSY-II",">",-5,"y"
764609,"HT-1080",">",-5,"y"
764609,"Hs 706.T",">",-5,"y"
764609,"Hs 729",">",-5,"y"
764609,"Hs 913.T",">",-5,"y"
764609,"Hu09",">",-5,"y"
764609,"KHOS NP",">",-5,"y"
764609,"KHOS-240S",">",-5,"y"
764609,"KHOS-312H",">",-5,"y"
764609,"LS141",">",-5,"y"
764609,"MES-SA",">",-5,"y"
764609,"MES-SA Dx5",">",-5,"y"
764609,"MHM-25",">",-5,"y"
764609,"MHM-8",">",-5,"y"
764609,"MPNST",">",-5,"y"
764609,"OHS",">",-5,"y"
764609,"RD",">",-5,"y"
764609,"RD-ES",">",-5,"y"
764609,"Rh18",">",-5,"y"
764609,"Rh28",">",-5,"y"
764609,"Rh28 PX11/LPAM",">",-5,"y"
764609,"Rh30",">",-5,"y"
764609,"Rh36",">",-5,"y"
764609,"Rh41",">",-5,"y"
764609,"SAOS-2",">",-5,"y"
764609,"SJCRH30(RMS 13)",">",-5,"y"
764609,"SJSA-1",">",-5,"y"
764609,"SK-ES-1",">",-5,"y"
764609,"SK-LMS-1",">",-5,"y"
764609,"SK-N-MC",">",-5,"y"
764609,"SK-UT-1",">",-5,"y"
764609,"SK-UT-1B",">",-5,"y"
764609,"ST8814",">",-5,"y"
764609,"SW 1353",">",-5,"y"
764609,"SW 684",">",-5,"y"
764609,"SYO-1",">",-5,"y"
764609,"TC-32",">",-5,"y"
764609,"TC-71",">",-5,"y"
764609,"U-2 OS",">",-5,"y"
764609,"VA-ES-BJ",">",-5,"y"
764658,"A-204","=",-8.377785977,"y"
764658,"A-673","=",-7.588380294,"y"
764658,"A549/ATCC","=",-7.17337652116667,"y"
764658,"ASPS-1","=",-7.12090412,"y"
764658,"CHA-59","=",-7.562249437,"y"
764658,"CHLA-10","=",-8.317854924,"y"
764658,"CHLA-25","=",-8.016824928,"y"
764658,"CHLA-258","=",-8.125518182,"y"
764658,"CHLA-32","=",-7.962573502,"y"
764658,"CHLA-9","=",-8.038578906,"y"
764658,"CHP-100","=",-7.696803943,"y"
764658,"COG-E-352","=",-7.991399828,"y"
764658,"DDLS","=",-8.319664487,"y"
764658,"ES-1","=",-8.804100348,"y"
764658,"ES-2","=",-7.167491087,"y"
764658,"ES-3","=",-8.015472687,"y"
764658,"ES-4","=",-7.906578315,"y"
764658,"ES-6","=",-7.610833916,"y"
764658,"ES-7","=",-7.872895202,"y"
764658,"ES-8","=",-8.705533774,"y"
764658,"EW8","=",-8.069050969,"y"
764658,"G-401","=",-8.70333481,"y"
764658,"HOS","=",-7.777283529,"y"
764658,"HSSY-II","=",-8.467245621,"y"
764658,"HT-1080","=",-7.821023053,"y"
764658,"Hs 706.T","=",-7.946921557,"y"
764658,"Hs 729","=",-7.73754891,"y"
764658,"Hs 913.T","=",-8.431798276,"y"
764658,"Hu09","=",-8.413412695,"y"
764658,"KHOS NP","=",-6.655607726,"y"
764658,"KHOS-240S","=",-7.068542129,"y"
764658,"KHOS-312H","=",-6.920818754,"y"
764658,"LS141","=",-7.465973894,"y"
764658,"MES-SA","=",-7.609064893,"y"
764658,"MES-SA Dx5","=",-7.521433504,"y"
764658,"MHM-25","=",-7.580044252,"y"
764658,"MHM-8","=",-7.462180905,"y"
764658,"MPNST","=",-7.220403509,"y"
764658,"OHS","=",-7.987162775,"y"
764658,"RD","=",-7.879426069,"y"
764658,"RD-ES","=",-7.723538196,"y"
764658,"Rh18","=",-7.643974143,"y"
764658,"Rh28","=",-6.690369833,"y"
764658,"Rh28 PX11/LPAM","=",-8.080398976,"y"
764658,"Rh30","=",-7.966576245,"y"
764658,"Rh36","=",-7.801342913,"y"
764658,"Rh41","=",-8.191114133,"y"
764658,"SAOS-2","=",-7.677780705,"y"
764658,"SJCRH30(RMS 13)","=",-7.725842151,"y"
764658,"SJSA-1","=",-7.48945499,"y"
764658,"SK-ES-1","=",-8.067526235,"y"
764658,"SK-LMS-1","=",-7.823908741,"y"
764658,"SK-N-MC","=",-7.962573502,"y"
764658,"SK-UT-1","=",-7.325138859,"y"
764658,"SK-UT-1B","=",-8.424812155,"y"
764658,"ST8814","=",-7.018634491,"y"
764658,"SW 1353","=",-8.160521953,"y"
764658,"SW 684","=",-7.68613278,"y"
764658,"SYO-1","=",-8.254144805,"y"
764658,"TC-32","=",-8.391473966,"y"
764658,"TC-71","=",-8.170696227,"y"
764658,"U-2 OS","=",-7.673664139,"y"
764658,"VA-ES-BJ","=",-7.928117993,"y"
764659,"A-204","=",-5.978810701,"y"
764659,"A-673","=",-5.172630727,"y"
764659,"A549/ATCC",">",-5,"y"
764659,"ASPS-1",">",-5,"y"
764659,"CHA-59","=",-6.665546249,"y"
764659,"CHLA-10","=",-6.2644011,"y"
764659,"CHLA-25","=",-6.68613278,"y"
764659,"CHLA-258",">",-5,"y"
764659,"CHLA-32",">",-5,"y"
764659,"CHLA-9","=",-6.348721986,"y"
764659,"CHP-100","=",-6.232844134,"y"
764659,"COG-E-352","=",-5.795880017,"y"
764659,"DDLS","=",-6.04769199,"y"
764659,"ES-1","=",-6.057495894,"y"
764659,"ES-2",">",-5,"y"
764659,"ES-3","=",-6.42136079,"y"
764659,"ES-4","=",-6.642065153,"y"
764659,"ES-6","=",-6.580044252,"y"
764659,"ES-7","=",-5.477555766,"y"
764659,"ES-8","=",-6.08249449,"y"
764659,"EW8","=",-6.403402904,"y"
764659,"G-401","=",-5.725842151,"y"
764659,"HOS","=",-6.2051106235,"y"
764659,"HSSY-II","=",-7.190440285,"y"
764659,"HT-1080","=",-6.179798541,"y"
764659,"Hs 706.T",">",-5,"y"
764659,"Hs 729","=",-5.869666232,"y"
764659,"Hs 913.T","=",-6.54668166,"y"
764659,"Hu09",">",-5,"y"
764659,"KHOS NP",">",-5,"y"
764659,"KHOS-240S","=",-6.077994528,"y"
764659,"KHOS-312H","=",-6.156144577,"y"
764659,"LS141","=",-5.832640464,"y"
764659,"MES-SA",">",-5,"y"
764659,"MES-SA Dx5",">",-5,"y"
764659,"MHM-25","=",-6.031984286,"y"
764659,"MHM-8","=",-6.645891561,"y"
764659,"MPNST","=",-6.048176965,"y"
764659,"OHS","=",-6.447331784,"y"
764659,"RD","=",-5.518557371,"y"
764659,"RD-ES","=",-5.438898616,"y"
764659,"Rh18",">",-5,"y"
764659,"Rh28",">",-5,"y"
764659,"Rh28 PX11/LPAM",">",-5,"y"
764659,"Rh30","=",-6.665546249,"y"
764659,"Rh36","=",-5.974694135,"y"
764659,"Rh41","=",-6.057991947,"y"
764659,"SAOS-2","=",-6.033858267,"y"
764659,"SJCRH30(RMS 13)","=",-6.603800653,"y"
764659,"SJSA-1","=",-6.167491087,"y"
764659,"SK-ES-1","=",-6.199282922,"y"
764659,"SK-LMS-1",">",-5,"y"
764659,"SK-N-MC","=",-7.160521953,"y"
764659,"SK-UT-1","=",-6.436518915,"y"
764659,"SK-UT-1B","=",-6.166215625,"y"
764659,"ST8814","=",-6.268411235,"y"
764659,"SW 1353","=",-6.331614083,"y"
764659,"SW 684","=",-6.13076828,"y"
764659,"SW 982","=",-6.903089987,"y"
764659,"SYO-1","=",-6.714442691,"y"
764659,"TC-32","=",-6.609064893,"y"
764659,"TC-71","=",-6.769551079,"y"
764659,"U-2 OS","=",-6.619788758,"y"
764659,"VA-ES-BJ","=",-6.007446482,"y"
764755,"A-204","=",-5.064492734,"y"
764755,"A-673",">",-5,"y"
764755,"A549/ATCC",">",-5,"y"
764755,"ASPS-1",">",-5,"y"
764755,"CHA-59",">",-5,"y"
764755,"CHLA-10",">",-5,"y"
764755,"CHLA-25",">",-5,"y"
764755,"CHLA-258",">",-5,"y"
764755,"CHLA-32",">",-5,"y"
764755,"CHLA-9",">",-5,"y"
