id,nsc,highest_tested_concentration,cell_line
4350,169780,1.00E-05,SK-N-MC
4351,169780,1.00E-05,SK-UT-1
4352,169780,1.00E-05,SK-UT-1B
4353,169780,1.00E-05,ST8814
4354,169780,1.00E-05,SW 1353
4355,169780,1.00E-05,SW 684
4356,169780,1.00E-05,SW 982
4357,169780,1.00E-05,SYO-1
4358,169780,1.00E-05,TC-32
4359,169780,1.00E-05,TC-71
4360,169780,1.00E-05,U-2 OS
4361,169780,1.00E-05,VA-ES-BJ
4362,170984,1.00E-05,A-204
4363,170984,1.00E-05,A549/ATCC
4364,170984,1.00E-05,A549/ATCC
4365,170984,1.00E-05,A549/ATCC
4366,170984,1.00E-05,A549/ATCC
4367,170984,1.00E-05,A549/ATCC
4368,170984,1.00E-05,A549/ATCC
4369,170984,1.00E-05,A-673
4370,170984,1.00E-05,ASPS-1
4371,170984,1.00E-05,CHA-59
4372,170984,1.00E-05,CHLA-10
4373,170984,1.00E-05,CHLA-25
4374,170984,1.00E-05,CHLA-258
4375,170984,1.00E-05,CHLA-32
4376,170984,1.00E-05,CHLA-9
4377,170984,1.00E-05,CHP-100
4378,170984,1.00E-05,COG-E-352
4379,170984,1.00E-05,DDLS
4380,170984,1.00E-05,ES-1
4381,170984,1.00E-05,ES-2
4382,170984,1.00E-05,ES-3
4383,170984,1.00E-05,ES-4
4384,170984,1.00E-05,ES-6
4385,170984,1.00E-05,ES-7
4386,170984,1.00E-05,ES-8
4387,170984,1.00E-05,EW8
4388,170984,1.00E-05,G-401
4389,170984,1.00E-05,HOS
4390,170984,1.00E-05,Hs 706.T
4391,170984,1.00E-05,Hs 729
4392,170984,1.00E-05,Hs 913.T
4393,170984,1.00E-05,HSSY-II
4394,170984,1.00E-05,HT-1080
4395,170984,1.00E-05,Hu09
4396,170984,1.00E-05,KHOS-240S
4397,170984,1.00E-05,KHOS-312H
4398,170984,1.00E-05,KHOS NP
4399,170984,1.00E-05,LS141
4400,170984,1.00E-05,MES-SA
4401,170984,1.00E-05,MES-SA Dx5
4402,170984,1.00E-05,MHM-25
4403,170984,1.00E-05,MHM-8
4404,170984,1.00E-05,MPNST
4405,170984,1.00E-05,OHS
4406,170984,1.00E-05,RD
4407,170984,1.00E-05,RD-ES
4408,170984,1.00E-05,Rh18
4409,170984,1.00E-05,Rh28
4410,170984,1.00E-05,Rh28 PX11/LPAM
4411,170984,1.00E-05,Rh30
4412,170984,1.00E-05,Rh36
4413,170984,1.00E-05,Rh41
4414,170984,1.00E-05,SAOS-2
4415,170984,1.00E-05,SJCRH30(RMS 13)
4416,170984,1.00E-05,SJSA-1
4417,170984,1.00E-05,SK-ES-1
4418,170984,1.00E-05,SK-LMS-1
4419,170984,1.00E-05,SK-N-MC
4420,170984,1.00E-05,SK-UT-1
4421,170984,1.00E-05,SK-UT-1B
4422,170984,1.00E-05,ST8814
4423,170984,1.00E-05,SW 1353
4424,170984,1.00E-05,SW 684
4425,170984,1.00E-05,SW 982
4426,170984,1.00E-05,SYO-1
4427,170984,1.00E-05,TC-32
4428,170984,1.00E-05,TC-71
4429,170984,1.00E-05,U-2 OS
4430,170984,1.00E-05,VA-ES-BJ
4431,180973,0.0002,A-204
4432,180973,0.0002,A-204
4433,180973,0.0002,A-204
4434,180973,0.0002,A-204
4435,180973,0.0002,A-204
4436,180973,0.0002,A-204
4437,180973,0.0002,A549/ATCC
4438,180973,0.0002,A549/ATCC
4439,180973,0.0002,A549/ATCC
4440,180973,0.0002,A549/ATCC
4441,180973,0.0002,A549/ATCC
4442,180973,0.0002,A549/ATCC
4443,180973,0.0002,A549/ATCC
4444,180973,0.0002,A549/ATCC
4445,180973,0.0002,A549/ATCC
4446,180973,0.0002,A549/ATCC
4447,180973,0.0002,A549/ATCC
4448,180973,0.0002,A549/ATCC
4449,180973,0.0002,A549/ATCC
4450,180973,0.0002,A549/ATCC
4451,180973,0.0002,A549/ATCC
4452,180973,0.0002,A549/ATCC
4453,180973,0.0002,A549/ATCC
4454,180973,0.0002,A549/ATCC
4455,180973,0.0002,A549/ATCC
4456,180973,0.0002,A549/ATCC
4457,180973,0.0002,A549/ATCC
4458,180973,0.0002,A549/ATCC
4459,180973,0.0002,A549/ATCC
4460,180973,0.0002,A549/ATCC
4461,180973,0.0002,A549/ATCC
4462,180973,0.0002,A549/ATCC
4463,180973,0.0002,A549/ATCC
4464,180973,0.0002,A549/ATCC
4465,180973,0.0002,A549/ATCC
4466,180973,0.0002,A549/ATCC
4467,180973,0.0002,A549/ATCC
4468,180973,0.0002,A549/ATCC
4469,180973,0.0002,A549/ATCC
4470,180973,0.0002,A549/ATCC
4471,180973,0.0002,A549/ATCC
4472,180973,0.0002,A549/ATCC
4473,180973,0.0002,A549/ATCC
4474,180973,0.0002,A549/ATCC
4475,180973,0.0002,A549/ATCC
4476,180973,0.0002,A549/ATCC
4477,180973,0.0002,A549/ATCC
4478,180973,0.0002,A549/ATCC
4479,180973,0.0002,A549/ATCC
4480,180973,0.0002,A549/ATCC
4481,180973,0.0002,A549/ATCC
4482,180973,0.0002,A549/ATCC
4483,180973,0.0002,A549/ATCC
4484,180973,0.0002,A549/ATCC
4485,180973,0.0002,A549/ATCC
4486,180973,0.0002,A549/ATCC
4487,180973,0.0002,A549/ATCC
4488,180973,0.0002,A549/ATCC
4489,180973,0.0002,A-673
4490,180973,0.0002,A-673
4491,180973,0.0002,A-673
4492,180973,0.0002,A-673
4493,180973,0.0002,A-673
4494,180973,0.0002,A-673
4495,180973,0.0002,A-673
4496,180973,0.0002,A-673
4497,180973,0.0002,ASPS-1
4498,180973,0.0002,ASPS-1
4499,180973,0.0002,ASPS-1
4500,180973,0.0002,ASPS-1
4501,180973,0.0002,ASPS-1
4502,180973,0.0002,ASPS-1
4503,180973,0.0002,ASPS-1
4504,180973,0.0002,ASPS-1
4505,180973,0.0002,CHA-59
4506,180973,0.0002,CHA-59
4507,180973,0.0002,CHA-59
4508,180973,0.0002,CHA-59
4509,180973,0.0002,CHA-59
4510,180973,0.0002,CHA-59
4511,180973,0.0002,CHLA-10
4512,180973,0.0002,CHLA-10
4513,180973,0.0002,CHLA-10
4514,180973,0.0002,CHLA-10
4515,180973,0.0002,CHLA-10
4516,180973,0.0002,CHLA-10
4517,180973,0.0002,CHLA-10
4518,180973,0.0002,CHLA-10
4519,180973,0.0002,CHLA-25
4520,180973,0.0002,CHLA-25
4521,180973,0.0002,CHLA-25
4522,180973,0.0002,CHLA-25
4523,180973,0.0002,CHLA-25
4524,180973,0.0002,CHLA-25
4525,180973,0.0002,CHLA-25
4526,180973,0.0002,CHLA-25
4527,180973,0.0002,CHLA-258
4528,180973,0.0002,CHLA-258
4529,180973,0.0002,CHLA-258
4530,180973,0.0002,CHLA-258
4531,180973,0.0002,CHLA-258
4532,180973,0.0002,CHLA-258
4533,180973,0.0002,CHLA-258
4534,180973,0.0002,CHLA-258
4535,180973,0.0002,CHLA-32
4536,180973,0.0002,CHLA-32
4537,180973,0.0002,CHLA-32
4538,180973,0.0002,CHLA-32
4539,180973,0.0002,CHLA-32
4540,180973,0.0002,CHLA-32
4541,180973,0.0002,CHLA-32
4542,180973,0.0002,CHLA-32
4543,180973,0.0002,CHLA-9
4544,180973,0.0002,CHLA-9
4545,180973,0.0002,CHLA-9
4546,180973,0.0002,CHLA-9
4547,180973,0.0002,CHLA-9
4548,180973,0.0002,CHLA-9
4549,180973,0.0002,CHP-100
4550,180973,0.0002,CHP-100
4551,180973,0.0002,CHP-100
4552,180973,0.0002,CHP-100
4553,180973,0.0002,CHP-100
4554,180973,0.0002,CHP-100
4555,180973,0.0002,CHP-100
4556,180973,0.0002,CHP-100
4557,180973,0.0002,COG-E-352
4558,180973,0.0002,COG-E-352
4559,180973,0.0002,COG-E-352
4560,180973,0.0002,COG-E-352
4561,180973,0.0002,COG-E-352
4562,180973,0.0002,COG-E-352
4563,180973,0.0002,COG-E-352
4564,180973,0.0002,COG-E-352
4565,180973,0.0002,DDLS
4566,180973,0.0002,DDLS
4567,180973,0.0002,DDLS
4568,180973,0.0002,DDLS
4569,180973,0.0002,DDLS
4570,180973,0.0002,DDLS
4571,180973,0.0002,DDLS
4572,180973,0.0002,DDLS
4573,180973,0.0002,ES-1
4574,180973,0.0002,ES-1
4575,180973,0.0002,ES-1
4576,180973,0.0002,ES-1
4577,180973,0.0002,ES-1
4578,180973,0.0002,ES-1
4579,180973,0.0002,ES-2
4580,180973,0.0002,ES-2
4581,180973,0.0002,ES-2
4582,180973,0.0002,ES-2
4583,180973,0.0002,ES-2
4584,180973,0.0002,ES-2
4585,180973,0.0002,ES-2
4586,180973,0.0002,ES-2
4587,180973,0.0002,ES-3
4588,180973,0.0002,ES-3
4589,180973,0.0002,ES-3
4590,180973,0.0002,ES-3
4591,180973,0.0002,ES-3
4592,180973,0.0002,ES-3
4593,180973,0.0002,ES-3
4594,180973,0.0002,ES-3
4595,180973,0.0002,ES-4
4596,180973,0.0002,ES-4
4597,180973,0.0002,ES-4
4598,180973,0.0002,ES-4
4599,180973,0.0002,ES-4
4600,180973,0.0002,ES-4
4601,180973,0.0002,ES-4
4602,180973,0.0002,ES-4
4603,180973,0.0002,ES-6
4604,180973,0.0002,ES-6
4605,180973,0.0002,ES-6
4606,180973,0.0002,ES-6
4607,180973,0.0002,ES-6
4608,180973,0.0002,ES-6
4609,180973,0.0002,ES-6
4610,180973,0.0002,ES-6
4611,180973,0.0002,ES-7
4612,180973,0.0002,ES-7
4613,180973,0.0002,ES-7
4614,180973,0.0002,ES-7
4615,180973,0.0002,ES-7
4616,180973,0.0002,ES-7
4617,180973,0.0002,ES-7
4618,180973,0.0002,ES-7
4619,180973,0.0002,ES-8
4620,180973,0.0002,ES-8
4621,180973,0.0002,ES-8
4622,180973,0.0002,ES-8
4623,180973,0.0002,ES-8
4624,180973,0.0002,ES-8
4625,180973,0.0002,ES-8
4626,180973,0.0002,ES-8
4627,180973,0.0002,EW8
4628,180973,0.0002,EW8
4629,180973,0.0002,EW8
4630,180973,0.0002,EW8
4631,180973,0.0002,EW8
4632,180973,0.0002,EW8
4633,180973,0.0002,EW8
4634,180973,0.0002,EW8
4635,180973,0.0002,G-401
4636,180973,0.0002,G-401
4637,180973,0.0002,G-401
4638,180973,0.0002,G-401
4639,180973,0.0002,G-401
4640,180973,0.0002,G-401
4641,180973,0.0002,G-401
4642,180973,0.0002,G-401
4643,180973,0.0002,HOS
4644,180973,0.0002,HOS
4645,180973,0.0002,HOS
4646,180973,0.0002,HOS
4647,180973,0.0002,HOS
4648,180973,0.0002,HOS
4649,180973,0.0002,HOS
4650,180973,0.0002,HOS
4651,180973,0.0002,HOS
4652,180973,0.0002,HOS
4653,180973,0.0002,Hs 132.T
4654,180973,0.0002,Hs 132.T
4655,180973,0.0002,Hs 706.T
4656,180973,0.0002,Hs 706.T
4657,180973,0.0002,Hs 706.T
4658,180973,0.0002,Hs 706.T
4659,180973,0.0002,Hs 706.T
4660,180973,0.0002,Hs 706.T
4661,180973,0.0002,Hs 706.T
4662,180973,0.0002,Hs 706.T
4663,180973,0.0002,Hs 729
4664,180973,0.0002,Hs 729
4665,180973,0.0002,Hs 729
4666,180973,0.0002,Hs 729
4667,180973,0.0002,Hs 729
4668,180973,0.0002,Hs 729
4669,180973,0.0002,Hs 729
4670,180973,0.0002,Hs 729
4671,180973,0.0002,Hs 913.T
4672,180973,0.0002,Hs 913.T
4673,180973,0.0002,Hs 913.T
4674,180973,0.0002,Hs 913.T
4675,180973,0.0002,Hs 913.T
4676,180973,0.0002,Hs 913.T
4677,180973,0.0002,Hs 913.T
4678,180973,0.0002,Hs 913.T
4679,180973,0.0002,HSSY-II
4680,180973,0.0002,HSSY-II
4681,180973,0.0002,HSSY-II
4682,180973,0.0002,HSSY-II
4683,180973,0.0002,HSSY-II
4684,180973,0.0002,HSSY-II
4685,180973,0.0002,HSSY-II
4686,180973,0.0002,HSSY-II
4687,180973,0.0002,HT-1080
4688,180973,0.0002,HT-1080
4689,180973,0.0002,HT-1080
4690,180973,0.0002,HT-1080
4691,180973,0.0002,HT-1080
4692,180973,0.0002,HT-1080
4693,180973,0.0002,HT-1080
4694,180973,0.0002,HT-1080
4695,180973,0.0002,Hu09
4696,180973,0.0002,Hu09
4697,180973,0.0002,Hu09
4698,180973,0.0002,Hu09
4699,180973,0.0002,Hu09
4700,180973,0.0002,Hu09
4701,180973,0.0002,Hu09
4702,180973,0.0002,Hu09
4703,180973,0.0002,KHOS-240S
4704,180973,0.0002,KHOS-240S
4705,180973,0.0002,KHOS-240S
4706,180973,0.0002,KHOS-240S
4707,180973,0.0002,KHOS-240S
4708,180973,0.0002,KHOS-240S
4709,180973,0.0002,KHOS-240S
4710,180973,0.0002,KHOS-240S
4711,180973,0.0002,KHOS-240S
4712,180973,0.0002,KHOS-240S
4713,180973,0.0002,KHOS-312H
4714,180973,0.0002,KHOS-312H
4715,180973,0.0002,KHOS-312H
4716,180973,0.0002,KHOS-312H
4717,180973,0.0002,KHOS-312H
4718,180973,0.0002,KHOS-312H
4719,180973,0.0002,KHOS-312H
4720,180973,0.0002,KHOS-312H
4721,180973,0.0002,KHOS NP
4722,180973,0.0002,KHOS NP
4723,180973,0.0002,KHOS NP
4724,180973,0.0002,KHOS NP
4725,180973,0.0002,KHOS NP
4726,180973,0.0002,KHOS NP
4727,180973,0.0002,KHOS NP
4728,180973,0.0002,KHOS NP
4729,180973,0.0002,LS141
4730,180973,0.0002,LS141
4731,180973,0.0002,LS141
4732,180973,0.0002,LS141
4733,180973,0.0002,LS141
4734,180973,0.0002,LS141
4735,180973,0.0002,LS141
4736,180973,0.0002,LS141
4737,180973,0.0002,LS141
4738,180973,0.0002,LS141
4739,180973,0.0002,MES-SA
4740,180973,0.0002,MES-SA
4741,180973,0.0002,MES-SA
4742,180973,0.0002,MES-SA
4743,180973,0.0002,MES-SA
4744,180973,0.0002,MES-SA
4745,180973,0.0002,MES-SA
4746,180973,0.0002,MES-SA
4747,180973,0.0002,MES-SA Dx5
4748,180973,0.0002,MES-SA Dx5
4749,180973,0.0002,MES-SA Dx5
4750,180973,0.0002,MES-SA Dx5
4751,180973,0.0002,MES-SA Dx5
4752,180973,0.0002,MES-SA Dx5
4753,180973,0.0002,MES-SA Dx5
4754,180973,0.0002,MES-SA Dx5
4755,180973,0.0002,MHM-25
4756,180973,0.0002,MHM-25
4757,180973,0.0002,MHM-25
4758,180973,0.0002,MHM-25
4759,180973,0.0002,MHM-25
4760,180973,0.0002,MHM-25
4761,180973,0.0002,MHM-25
4762,180973,0.0002,MHM-25
4763,180973,0.0002,MHM-8
4764,180973,0.0002,MHM-8
4765,180973,0.0002,MHM-8
4766,180973,0.0002,MHM-8
4767,180973,0.0002,MHM-8
4768,180973,0.0002,MHM-8
4769,180973,0.0002,MHM-8
4770,180973,0.0002,MHM-8
4771,180973,0.0002,MPNST
4772,180973,0.0002,MPNST
4773,180973,0.0002,MPNST
4774,180973,0.0002,MPNST
4775,180973,0.0002,MPNST
4776,180973,0.0002,MPNST
4777,180973,0.0002,MPNST
4778,180973,0.0002,MPNST
4779,180973,0.0002,OHS
4780,180973,0.0002,OHS
4781,180973,0.0002,OHS
4782,180973,0.0002,OHS
4783,180973,0.0002,OHS
4784,180973,0.0002,OHS
4785,180973,0.0002,OHS
4786,180973,0.0002,OHS
4787,180973,0.0002,RD
4788,180973,0.0002,RD
4789,180973,0.0002,RD
4790,180973,0.0002,RD
4791,180973,0.0002,RD
4792,180973,0.0002,RD
4793,180973,0.0002,RD
4794,180973,0.0002,RD
4795,180973,0.0002,RD
4796,180973,0.0002,RD
4797,180973,0.0002,RD
4798,180973,0.0002,RD
4799,180973,0.0002,RD-ES
4800,180973,0.0002,RD-ES
4801,180973,0.0002,RD-ES
4802,180973,0.0002,RD-ES
4803,180973,0.0002,RD-ES
4804,180973,0.0002,RD-ES
4805,180973,0.0002,RD-ES
4806,180973,0.0002,RD-ES
4807,180973,0.0002,Rh18
4808,180973,0.0002,Rh18
4809,180973,0.0002,Rh18
4810,180973,0.0002,Rh18
4811,180973,0.0002,Rh18
4812,180973,0.0002,Rh18
4813,180973,0.0002,Rh18
4814,180973,0.0002,Rh18
4815,180973,0.0002,Rh28
4816,180973,0.0002,Rh28
4817,180973,0.0002,Rh28
4818,180973,0.0002,Rh28
4819,180973,0.0002,Rh28
4820,180973,0.0002,Rh28
4821,180973,0.0002,Rh28
4822,180973,0.0002,Rh28
4823,180973,0.0002,Rh28 PX11/LPAM
4824,180973,0.0002,Rh28 PX11/LPAM
4825,180973,0.0002,Rh28 PX11/LPAM
4826,180973,0.0002,Rh28 PX11/LPAM
4827,180973,0.0002,Rh28 PX11/LPAM
4828,180973,0.0002,Rh28 PX11/LPAM
4829,180973,0.0002,Rh30
4830,180973,0.0002,Rh30
4831,180973,0.0002,Rh30
4832,180973,0.0002,Rh30
4833,180973,0.0002,Rh30
4834,180973,0.0002,Rh30
4835,180973,0.0002,Rh30
4836,180973,0.0002,Rh30
4837,180973,0.0002,Rh36
4838,180973,0.0002,Rh36
4839,180973,0.0002,Rh36
4840,180973,0.0002,Rh36
4841,180973,0.0002,Rh36
4842,180973,0.0002,Rh36
4843,180973,0.0002,Rh36
4844,180973,0.0002,Rh36
4845,180973,0.0002,Rh41
4846,180973,0.0002,Rh41
4847,180973,0.0002,Rh41
4848,180973,0.0002,Rh41
4849,180973,0.0002,Rh41
4850,180973,0.0002,Rh41
4851,180973,0.0002,Rh41
4852,180973,0.0002,Rh41
4853,180973,0.0002,SAOS-2
4854,180973,0.0002,SAOS-2
4855,180973,0.0002,SAOS-2
4856,180973,0.0002,SAOS-2
4857,180973,0.0002,SAOS-2
4858,180973,0.0002,SAOS-2
4859,180973,0.0002,SAOS-2
4860,180973,0.0002,SAOS-2
4861,180973,0.0002,SJCRH30(RMS 13)
4862,180973,0.0002,SJCRH30(RMS 13)
4863,180973,0.0002,SJCRH30(RMS 13)
4864,180973,0.0002,SJCRH30(RMS 13)
4865,180973,0.0002,SJCRH30(RMS 13)
4866,180973,0.0002,SJCRH30(RMS 13)
4867,180973,0.0002,SJCRH30(RMS 13)
4868,180973,0.0002,SJCRH30(RMS 13)
4869,180973,0.0002,SJSA-1
4870,180973,0.0002,SJSA-1
4871,180973,0.0002,SJSA-1
4872,180973,0.0002,SJSA-1
4873,180973,0.0002,SJSA-1
4874,180973,0.0002,SJSA-1
4875,180973,0.0002,SJSA-1
4876,180973,0.0002,SJSA-1
4877,180973,0.0002,SK-ES-1
4878,180973,0.0002,SK-ES-1
4879,180973,0.0002,SK-ES-1
4880,180973,0.0002,SK-ES-1
4881,180973,0.0002,SK-ES-1
4882,180973,0.0002,SK-ES-1
4883,180973,0.0002,SK-ES-1
4884,180973,0.0002,SK-ES-1
4885,180973,0.0002,SK-LMS-1
4886,180973,0.0002,SK-LMS-1
4887,180973,0.0002,SK-LMS-1
4888,180973,0.0002,SK-LMS-1
4889,180973,0.0002,SK-LMS-1
4890,180973,0.0002,SK-LMS-1
4891,180973,0.0002,SK-LMS-1
4892,180973,0.0002,SK-LMS-1
4893,180973,0.0002,SK-N-MC
4894,180973,0.0002,SK-N-MC
4895,180973,0.0002,SK-N-MC
4896,180973,0.0002,SK-N-MC
4897,180973,0.0002,SK-N-MC
4898,180973,0.0002,SK-N-MC
4899,180973,0.0002,SK-N-MC
4900,180973,0.0002,SK-N-MC
4901,180973,0.0002,SK-UT-1
4902,180973,0.0002,SK-UT-1
4903,180973,0.0002,SK-UT-1
4904,180973,0.0002,SK-UT-1
4905,180973,0.0002,SK-UT-1
4906,180973,0.0002,SK-UT-1
4907,180973,0.0002,SK-UT-1
4908,180973,0.0002,SK-UT-1
4909,180973,0.0002,SK-UT-1B
4910,180973,0.0002,SK-UT-1B
4911,180973,0.0002,SK-UT-1B
4912,180973,0.0002,SK-UT-1B
4913,180973,0.0002,SK-UT-1B
4914,180973,0.0002,SK-UT-1B
4915,180973,0.0002,SK-UT-1B
4916,180973,0.0002,SK-UT-1B
4917,180973,0.0002,ST8814
4918,180973,0.0002,ST8814
4919,180973,0.0002,ST8814
4920,180973,0.0002,ST8814
4921,180973,0.0002,ST8814
4922,180973,0.0002,ST8814
4923,180973,0.0002,ST8814
4924,180973,0.0002,ST8814
4925,180973,0.0002,SW 1353
4926,180973,0.0002,SW 1353
4927,180973,0.0002,SW 1353
4928,180973,0.0002,SW 1353
4929,180973,0.0002,SW 1353
4930,180973,0.0002,SW 1353
4931,180973,0.0002,SW 1353
4932,180973,0.0002,SW 1353
4933,180973,0.0002,SW 684
4934,180973,0.0002,SW 684
4935,180973,0.0002,SW 684
4936,180973,0.0002,SW 684
4937,180973,0.0002,SW 684
4938,180973,0.0002,SW 684
4939,180973,0.0002,SW 684
4940,180973,0.0002,SW 684
4941,180973,0.0002,SW 982
4942,180973,0.0002,SW 982
4943,180973,0.0002,SW 982
4944,180973,0.0002,SW 982
4945,180973,0.0002,SW 982
4946,180973,0.0002,SW 982
4947,180973,0.0002,SW 982
4948,180973,0.0002,SW 982
4949,180973,0.0002,SYO-1
4950,180973,0.0002,SYO-1
4951,180973,0.0002,SYO-1
4952,180973,0.0002,SYO-1
4953,180973,0.0002,SYO-1
4954,180973,0.0002,SYO-1
4955,180973,0.0002,SYO-1
4956,180973,0.0002,SYO-1
4957,180973,0.0002,TC-32
4958,180973,0.0002,TC-32
4959,180973,0.0002,TC-32
4960,180973,0.0002,TC-32
4961,180973,0.0002,TC-32
4962,180973,0.0002,TC-32
4963,180973,0.0002,TC-32
4964,180973,0.0002,TC-32
4965,180973,0.0002,TC-71
4966,180973,0.0002,TC-71
4967,180973,0.0002,TC-71
4968,180973,0.0002,TC-71
4969,180973,0.0002,TC-71
4970,180973,0.0002,TC-71
4971,180973,0.0002,TC-71
4972,180973,0.0002,TC-71
4973,180973,0.0002,U-2 OS
4974,180973,0.0002,U-2 OS
4975,180973,0.0002,U-2 OS
4976,180973,0.0002,U-2 OS
4977,180973,0.0002,U-2 OS
4978,180973,0.0002,U-2 OS
4979,180973,0.0002,U-2 OS
4980,180973,0.0002,U-2 OS
4981,180973,0.0002,VA-ES-BJ
4982,180973,0.0002,VA-ES-BJ
4983,180973,0.0002,VA-ES-BJ
4984,180973,0.0002,VA-ES-BJ
4985,180973,0.0002,VA-ES-BJ
4986,180973,0.0002,VA-ES-BJ
4987,180973,0.0002,VA-ES-BJ
4988,180973,0.0002,VA-ES-BJ
4989,218321,1.00E-05,A-204
4990,218321,1.00E-05,A549/ATCC
4991,218321,1.00E-05,A549/ATCC
4992,218321,1.00E-05,A549/ATCC
4993,218321,1.00E-05,A549/ATCC
4994,218321,1.00E-05,A549/ATCC
4995,218321,1.00E-05,A549/ATCC
4996,218321,1.00E-05,A549/ATCC
4997,218321,1.00E-05,A-673
4998,218321,1.00E-05,ASPS-1
4999,218321,1.00E-05,CHLA-10
5000,218321,1.00E-05,CHLA-25
5001,218321,1.00E-05,CHLA-258
5002,218321,1.00E-05,CHLA-32
5003,218321,1.00E-05,CHP-100
5004,218321,1.00E-05,COG-E-352
5005,218321,1.00E-05,DDLS
5006,218321,1.00E-05,ES-1
5007,218321,1.00E-05,ES-2
5008,218321,1.00E-05,ES-3
5009,218321,1.00E-05,ES-4
5010,218321,1.00E-05,ES-6
5011,218321,1.00E-05,ES-7
5012,218321,1.00E-05,ES-8
5013,218321,1.00E-05,G-401
5014,218321,1.00E-05,HOS
5015,218321,1.00E-05,Hs 132.T
5016,218321,1.00E-05,Hs 706.T
5017,218321,1.00E-05,Hs 729
5018,218321,1.00E-05,Hs 913.T
5019,218321,1.00E-05,HSSY-II
5020,218321,1.00E-05,HT-1080
5021,218321,1.00E-05,Hu09
5022,218321,1.00E-05,KHOS-240S
5023,218321,1.00E-05,KHOS-312H
5024,218321,1.00E-05,KHOS NP
5025,218321,1.00E-05,LS141
5026,218321,1.00E-05,MES-SA
5027,218321,1.00E-05,MES-SA Dx5
5028,218321,1.00E-05,MHM-25
5029,218321,1.00E-05,MHM-8
5030,218321,1.00E-05,MPNST
5031,218321,1.00E-05,OHS
5032,218321,1.00E-05,RD
5033,218321,1.00E-05,RD
5034,218321,1.00E-05,RD
5035,218321,1.00E-05,RD-ES
5036,218321,1.00E-05,Rh18
5037,218321,1.00E-05,Rh28
5038,218321,1.00E-05,Rh30
5039,218321,1.00E-05,Rh36
5040,218321,1.00E-05,Rh41
5041,218321,1.00E-05,SAOS-2
5042,218321,1.00E-05,SJCRH30(RMS 13)
5043,218321,1.00E-05,SJSA-1
5044,218321,1.00E-05,SK-ES-1
5045,218321,1.00E-05,SK-LMS-1
5046,218321,1.00E-05,SK-N-MC
5047,218321,1.00E-05,SK-UT-1
5048,218321,1.00E-05,SK-UT-1B
5049,218321,1.00E-05,ST8814
5050,218321,1.00E-05,SW 1353
5051,218321,1.00E-05,SW 684
5052,218321,1.00E-05,SW 982
5053,218321,1.00E-05,SYO-1
5054,218321,1.00E-05,TC-32
5055,218321,1.00E-05,TC-71
5056,218321,1.00E-05,U-2 OS
5057,218321,1.00E-05,VA-ES-BJ
5058,221019,1.00E-05,A-204
5059,221019,1.00E-05,A549/ATCC
5060,221019,1.00E-05,A549/ATCC
5061,221019,1.00E-05,A549/ATCC
5062,221019,1.00E-05,A549/ATCC
5063,221019,1.00E-05,A549/ATCC
5064,221019,1.00E-05,A549/ATCC
5065,221019,1.00E-05,A-673
5066,221019,1.00E-05,ASPS-1
5067,221019,1.00E-05,CHA-59
5068,221019,1.00E-05,CHLA-10
5069,221019,1.00E-05,CHLA-25
5070,221019,1.00E-05,CHLA-258
5071,221019,1.00E-05,CHLA-32
5072,221019,1.00E-05,CHLA-9
5073,221019,1.00E-05,CHP-100
5074,221019,1.00E-05,COG-E-352
5075,221019,1.00E-05,DDLS
5076,221019,1.00E-05,ES-1
5077,221019,1.00E-05,ES-2
5078,221019,1.00E-05,ES-3
5079,221019,1.00E-05,ES-4
5080,221019,1.00E-05,ES-6
5081,221019,1.00E-05,ES-7
5082,221019,1.00E-05,ES-8
5083,221019,1.00E-05,EW8
5084,221019,1.00E-05,G-401
5085,221019,1.00E-05,HOS
5086,221019,1.00E-05,Hs 706.T
5087,221019,1.00E-05,Hs 729
5088,221019,1.00E-05,Hs 913.T
5089,221019,1.00E-05,HSSY-II
5090,221019,1.00E-05,HT-1080
5091,221019,1.00E-05,Hu09
5092,221019,1.00E-05,KHOS-240S
5093,221019,1.00E-05,KHOS-312H
5094,221019,1.00E-05,KHOS NP
5095,221019,1.00E-05,LS141
5096,221019,1.00E-05,MES-SA
5097,221019,1.00E-05,MES-SA Dx5
5098,221019,1.00E-05,MHM-25
5099,221019,1.00E-05,MHM-8
5100,221019,1.00E-05,MPNST
5101,221019,1.00E-05,OHS
5102,221019,1.00E-05,RD
5103,221019,1.00E-05,RD-ES
5104,221019,1.00E-05,Rh18
5105,221019,1.00E-05,Rh28
5106,221019,1.00E-05,Rh28 PX11/LPAM
5107,221019,1.00E-05,Rh30
5108,221019,1.00E-05,Rh36
5109,221019,1.00E-05,Rh41
5110,221019,1.00E-05,SAOS-2
5111,221019,1.00E-05,SJCRH30(RMS 13)
5112,221019,1.00E-05,SJSA-1
5113,221019,1.00E-05,SK-ES-1
5114,221019,1.00E-05,SK-LMS-1
5115,221019,1.00E-05,SK-N-MC
5116,221019,1.00E-05,SK-UT-1
5117,221019,1.00E-05,SK-UT-1B
5118,221019,1.00E-05,ST8814
5119,221019,1.00E-05,SW 1353
5120,221019,1.00E-05,SW 684
5121,221019,1.00E-05,SW 982
5122,221019,1.00E-05,SYO-1
5123,221019,1.00E-05,TC-32
5124,221019,1.00E-05,TC-71
5125,221019,1.00E-05,U-2 OS
5126,221019,1.00E-05,VA-ES-BJ
