id,nsc,highest_tested_concentration,cell_line
782,13875,1.00E-05,A549/ATCC
783,13875,1.00E-05,A549/ATCC
784,13875,1.00E-05,A549/ATCC
785,13875,1.00E-05,A549/ATCC
786,13875,1.00E-05,A549/ATCC
787,13875,1.00E-05,A549/ATCC
788,13875,1.00E-05,A-673
789,13875,1.00E-05,ASPS-1
790,13875,1.00E-05,CHLA-10
791,13875,1.00E-05,CHLA-25
792,13875,1.00E-05,CHLA-258
793,13875,1.00E-05,CHLA-32
794,13875,1.00E-05,CHP-100
795,13875,1.00E-05,COG-E-352
796,13875,1.00E-05,DDLS
797,13875,1.00E-05,ES-1
798,13875,1.00E-05,ES-2
799,13875,1.00E-05,ES-3
800,13875,1.00E-05,ES-4
801,13875,1.00E-05,ES-6
802,13875,1.00E-05,ES-7
803,13875,1.00E-05,ES-8
804,13875,1.00E-05,EW8
805,13875,1.00E-05,G-401
806,13875,1.00E-05,HOS
807,13875,1.00E-05,Hs 132.T
808,13875,1.00E-05,Hs 706.T
809,13875,1.00E-05,Hs 729
810,13875,1.00E-05,Hs 913.T
811,13875,1.00E-05,HSSY-II
812,13875,1.00E-05,HT-1080
813,13875,1.00E-05,Hu09
814,13875,1.00E-05,KHOS-240S
815,13875,1.00E-05,KHOS-312H
816,13875,1.00E-05,KHOS NP
817,13875,1.00E-05,LS141
818,13875,1.00E-05,MES-SA
819,13875,1.00E-05,MES-SA Dx5
820,13875,1.00E-05,MHM-25
821,13875,1.00E-05,MHM-8
822,13875,1.00E-05,MPNST
823,13875,1.00E-05,OHS
824,13875,1.00E-05,RD
825,13875,1.00E-05,RD
826,13875,1.00E-05,RD
827,13875,1.00E-05,RD-ES
828,13875,1.00E-05,Rh18
829,13875,1.00E-05,Rh28
830,13875,1.00E-05,Rh30
831,13875,1.00E-05,Rh36
832,13875,1.00E-05,Rh41
833,13875,1.00E-05,SAOS-2
834,13875,1.00E-05,SJCRH30(RMS 13)
835,13875,1.00E-05,SJSA-1
836,13875,1.00E-05,SK-ES-1
837,13875,1.00E-05,SK-LMS-1
838,13875,1.00E-05,SK-N-MC
839,13875,1.00E-05,SK-UT-1
840,13875,1.00E-05,SK-UT-1B
841,13875,1.00E-05,ST8814
842,13875,1.00E-05,SW 1353
843,13875,1.00E-05,SW 684
844,13875,1.00E-05,SW 982
845,13875,1.00E-05,SYO-1
846,13875,1.00E-05,TC-32
847,13875,1.00E-05,TC-71
848,13875,1.00E-05,VA-ES-BJ
849,14229,1.00E-05,A-204
850,14229,1.00E-05,A549/ATCC
851,14229,1.00E-05,A549/ATCC
852,14229,1.00E-05,A549/ATCC
853,14229,1.00E-05,A549/ATCC
854,14229,1.00E-05,A549/ATCC
855,14229,1.00E-05,A549/ATCC
856,14229,1.00E-05,A549/ATCC
857,14229,1.00E-05,A549/ATCC
858,14229,1.00E-05,A-673
859,14229,1.00E-05,ASPS-1
860,14229,1.00E-05,CHLA-10
861,14229,1.00E-05,CHLA-25
862,14229,1.00E-05,CHLA-258
863,14229,1.00E-05,CHLA-32
864,14229,1.00E-05,CHP-100
865,14229,1.00E-05,COG-E-352
866,14229,1.00E-05,DDLS
867,14229,1.00E-05,ES-1
868,14229,1.00E-05,ES-2
869,14229,1.00E-05,ES-3
870,14229,1.00E-05,ES-4
871,14229,1.00E-05,ES-6
872,14229,1.00E-05,ES-7
873,14229,1.00E-05,ES-8
874,14229,1.00E-05,EW8
875,14229,1.00E-05,G-401
876,14229,1.00E-05,HOS
877,14229,1.00E-05,Hs 132.T
878,14229,1.00E-05,Hs 706.T
879,14229,1.00E-05,Hs 729
880,14229,1.00E-05,Hs 913.T
881,14229,1.00E-05,HSSY-II
882,14229,1.00E-05,HT-1080
883,14229,1.00E-05,Hu09
884,14229,1.00E-05,KHOS-240S
885,14229,1.00E-05,KHOS-312H
886,14229,1.00E-05,KHOS NP
887,14229,1.00E-05,LS141
888,14229,1.00E-05,MES-SA
889,14229,1.00E-05,MES-SA Dx5
890,14229,1.00E-05,MHM-25
891,14229,1.00E-05,MHM-8
892,14229,1.00E-05,MPNST
893,14229,1.00E-05,OHS
894,14229,1.00E-05,RD
895,14229,1.00E-05,RD
896,14229,1.00E-05,RD
897,14229,1.00E-05,RD-ES
898,14229,1.00E-05,Rh18
899,14229,1.00E-05,Rh28
900,14229,1.00E-05,Rh30
901,14229,1.00E-05,Rh36
902,14229,1.00E-05,Rh41
903,14229,1.00E-05,SAOS-2
904,14229,1.00E-05,SJCRH30(RMS 13)
905,14229,1.00E-05,SJSA-1
906,14229,1.00E-05,SK-ES-1
907,14229,1.00E-05,SK-LMS-1
908,14229,1.00E-05,SK-N-MC
909,14229,1.00E-05,SK-UT-1
910,14229,1.00E-05,SK-UT-1B
911,14229,1.00E-05,ST8814
912,14229,1.00E-05,SW 1353
913,14229,1.00E-05,SW 684
914,14229,1.00E-05,SW 982
915,14229,1.00E-05,SYO-1
916,14229,1.00E-05,TC-32
917,14229,1.00E-05,TC-71
918,14229,1.00E-05,U-2 OS
919,14229,1.00E-05,VA-ES-BJ
920,16895,1.00E-05,A-204
921,16895,1.00E-05,A549/ATCC
922,16895,1.00E-05,A549/ATCC
923,16895,1.00E-05,A549/ATCC
924,16895,1.00E-05,A549/ATCC
925,16895,1.00E-05,A549/ATCC
926,16895,1.00E-05,A549/ATCC
927,16895,1.00E-05,A-673
928,16895,1.00E-05,ASPS-1
929,16895,1.00E-05,CHA-59
930,16895,1.00E-05,CHLA-10
931,16895,1.00E-05,CHLA-25
932,16895,1.00E-05,CHLA-258
933,16895,1.00E-05,CHLA-32
934,16895,1.00E-05,CHLA-9
935,16895,1.00E-05,CHP-100
936,16895,1.00E-05,COG-E-352
937,16895,1.00E-05,DDLS
938,16895,1.00E-05,ES-1
939,16895,1.00E-05,ES-2
940,16895,1.00E-05,ES-3
941,16895,1.00E-05,ES-4
942,16895,1.00E-05,ES-6
943,16895,1.00E-05,ES-7
944,16895,1.00E-05,ES-8
945,16895,1.00E-05,EW8
946,16895,1.00E-05,G-401
947,16895,1.00E-05,HOS
948,16895,1.00E-05,Hs 706.T
949,16895,1.00E-05,Hs 729
950,16895,1.00E-05,Hs 913.T
951,16895,1.00E-05,HSSY-II
952,16895,1.00E-05,HT-1080
953,16895,1.00E-05,Hu09
954,16895,1.00E-05,KHOS-240S
955,16895,1.00E-05,KHOS-312H
956,16895,1.00E-05,KHOS NP
957,16895,1.00E-05,LS141
958,16895,1.00E-05,MES-SA
959,16895,1.00E-05,MES-SA Dx5
960,16895,1.00E-05,MHM-25
961,16895,1.00E-05,MHM-8
962,16895,1.00E-05,MPNST
963,16895,1.00E-05,OHS
964,16895,1.00E-05,RD
965,16895,1.00E-05,RD-ES
966,16895,1.00E-05,Rh18
967,16895,1.00E-05,Rh28
968,16895,1.00E-05,Rh28 PX11/LPAM
969,16895,1.00E-05,Rh30
970,16895,1.00E-05,Rh36
971,16895,1.00E-05,Rh41
972,16895,1.00E-05,SAOS-2
973,16895,1.00E-05,SJCRH30(RMS 13)
974,16895,1.00E-05,SJSA-1
975,16895,1.00E-05,SK-ES-1
976,16895,1.00E-05,SK-LMS-1
977,16895,1.00E-05,SK-N-MC
978,16895,1.00E-05,SK-UT-1
979,16895,1.00E-05,SK-UT-1B
980,16895,1.00E-05,ST8814
981,16895,1.00E-05,SW 1353
982,16895,1.00E-05,SW 684
983,16895,1.00E-05,SW 982
984,16895,1.00E-05,SYO-1
985,16895,1.00E-05,TC-32
986,16895,1.00E-05,TC-71
987,16895,1.00E-05,U-2 OS
988,16895,1.00E-05,VA-ES-BJ
989,18509,1.00E-05,A-204
990,18509,1.00E-05,A549/ATCC
991,18509,1.00E-05,A549/ATCC
992,18509,1.00E-05,A549/ATCC
993,18509,1.00E-05,A549/ATCC
994,18509,1.00E-05,A549/ATCC
995,18509,1.00E-05,A549/ATCC
996,18509,1.00E-05,A549/ATCC
997,18509,1.00E-05,A549/ATCC
998,18509,1.00E-05,A-673
999,18509,1.00E-05,ASPS-1
1000,18509,1.00E-05,CHLA-10
1001,18509,1.00E-05,CHLA-25
1002,18509,1.00E-05,CHLA-258
1003,18509,1.00E-05,CHLA-32
1004,18509,1.00E-05,CHP-100
1005,18509,1.00E-05,COG-E-352
1006,18509,1.00E-05,DDLS
1007,18509,1.00E-05,ES-1
1008,18509,1.00E-05,ES-2
1009,18509,1.00E-05,ES-3
1010,18509,1.00E-05,ES-4
1011,18509,1.00E-05,ES-6
1012,18509,1.00E-05,ES-7
1013,18509,1.00E-05,ES-8
1014,18509,1.00E-05,EW8
1015,18509,1.00E-05,G-401
1016,18509,1.00E-05,HOS
1017,18509,1.00E-05,Hs 132.T
1018,18509,1.00E-05,Hs 706.T
1019,18509,1.00E-05,Hs 729
1020,18509,1.00E-05,Hs 913.T
1021,18509,1.00E-05,HSSY-II
1022,18509,1.00E-05,HT-1080
1023,18509,1.00E-05,Hu09
1024,18509,1.00E-05,KHOS-240S
1025,18509,1.00E-05,KHOS-312H
1026,18509,1.00E-05,KHOS NP
1027,18509,1.00E-05,LS141
1028,18509,1.00E-05,MES-SA
1029,18509,1.00E-05,MES-SA Dx5
1030,18509,1.00E-05,MHM-25
1031,18509,1.00E-05,MHM-8
1032,18509,1.00E-05,MPNST
1033,18509,1.00E-05,OHS
1034,18509,1.00E-05,RD
1035,18509,1.00E-05,RD
1036,18509,1.00E-05,RD
1037,18509,1.00E-05,RD-ES
1038,18509,1.00E-05,Rh18
1039,18509,1.00E-05,Rh28
1040,18509,1.00E-05,Rh30
1041,18509,1.00E-05,Rh36
1042,18509,1.00E-05,Rh41
1043,18509,1.00E-05,SAOS-2
1044,18509,1.00E-05,SJCRH30(RMS 13)
1045,18509,1.00E-05,SJSA-1
1046,18509,1.00E-05,SK-ES-1
1047,18509,1.00E-05,SK-LMS-1
1048,18509,1.00E-05,SK-N-MC
1049,18509,1.00E-05,SK-UT-1
1050,18509,1.00E-05,SK-UT-1B
1051,18509,1.00E-05,ST8814
1052,18509,1.00E-05,SW 1353
1053,18509,1.00E-05,SW 684
1054,18509,1.00E-05,SW 982
1055,18509,1.00E-05,SYO-1
1056,18509,1.00E-05,TC-32
1057,18509,1.00E-05,TC-71
1058,18509,1.00E-05,U-2 OS
1059,18509,1.00E-05,VA-ES-BJ
1060,19893,1.00E-05,A-204
1061,19893,1.00E-05,A549/ATCC
1062,19893,1.00E-05,A549/ATCC
1063,19893,1.00E-05,A549/ATCC
1064,19893,1.00E-05,A549/ATCC
1065,19893,1.00E-05,A549/ATCC
1066,19893,1.00E-05,A549/ATCC
1067,19893,1.00E-05,A549/ATCC
1068,19893,1.00E-05,A549/ATCC
1069,19893,1.00E-05,A-673
1070,19893,1.00E-05,ASPS-1
1071,19893,1.00E-05,CHLA-10
1072,19893,1.00E-05,CHLA-25
1073,19893,1.00E-05,CHLA-258
1074,19893,1.00E-05,CHLA-32
1075,19893,1.00E-05,CHP-100
1076,19893,1.00E-05,COG-E-352
1077,19893,1.00E-05,DDLS
1078,19893,1.00E-05,ES-1
1079,19893,1.00E-05,ES-2
1080,19893,1.00E-05,ES-3
1081,19893,1.00E-05,ES-4
1082,19893,1.00E-05,ES-6
1083,19893,1.00E-05,ES-7
1084,19893,1.00E-05,ES-8
1085,19893,1.00E-05,EW8
1086,19893,1.00E-05,G-401
1087,19893,1.00E-05,HOS
1088,19893,1.00E-05,Hs 132.T
1089,19893,1.00E-05,Hs 706.T
1090,19893,1.00E-05,Hs 729
1091,19893,1.00E-05,Hs 913.T
1092,19893,1.00E-05,HSSY-II
1093,19893,1.00E-05,HT-1080
1094,19893,1.00E-05,Hu09
1095,19893,1.00E-05,KHOS-240S
1096,19893,1.00E-05,KHOS-312H
1097,19893,1.00E-05,KHOS NP
1098,19893,1.00E-05,LS141
1099,19893,1.00E-05,MES-SA
1100,19893,1.00E-05,MES-SA Dx5
1101,19893,1.00E-05,MHM-25
1102,19893,1.00E-05,MHM-8
1103,19893,1.00E-05,MPNST
1104,19893,1.00E-05,OHS
1105,19893,1.00E-05,RD
1106,19893,1.00E-05,RD
1107,19893,1.00E-05,RD
1108,19893,1.00E-05,RD-ES
1109,19893,1.00E-05,Rh18
1110,19893,1.00E-05,Rh28
1111,19893,1.00E-05,Rh30
1112,19893,1.00E-05,Rh36
1113,19893,1.00E-05,Rh41
1114,19893,1.00E-05,SAOS-2
1115,19893,1.00E-05,SJCRH30(RMS 13)
1116,19893,1.00E-05,SJSA-1
1117,19893,1.00E-05,SK-ES-1
1118,19893,1.00E-05,SK-LMS-1
1119,19893,1.00E-05,SK-N-MC
1120,19893,1.00E-05,SK-UT-1
1121,19893,1.00E-05,SK-UT-1B
1122,19893,1.00E-05,ST8814
1123,19893,1.00E-05,SW 1353
1124,19893,1.00E-05,SW 684
1125,19893,1.00E-05,SW 982
1126,19893,1.00E-05,SYO-1
1127,19893,1.00E-05,TC-32
1128,19893,1.00E-05,TC-71
1129,19893,1.00E-05,U-2 OS
1130,19893,1.00E-05,VA-ES-BJ
1131,24559,1.00E-05,A-204
1132,24559,1.00E-05,A549/ATCC
1133,24559,1.00E-05,A549/ATCC
1134,24559,1.00E-05,A549/ATCC
1135,24559,1.00E-05,A549/ATCC
1136,24559,1.00E-05,A549/ATCC
1137,24559,1.00E-05,A549/ATCC
1138,24559,1.00E-05,A549/ATCC
1139,24559,1.00E-05,A549/ATCC
1140,24559,1.00E-05,A-673
1141,24559,1.00E-05,ASPS-1
1142,24559,1.00E-05,CHLA-10
1143,24559,1.00E-05,CHLA-25
1144,24559,1.00E-05,CHLA-258
1145,24559,1.00E-05,CHLA-32
1146,24559,1.00E-05,CHP-100
1147,24559,1.00E-05,COG-E-352
1148,24559,1.00E-05,DDLS
1149,24559,1.00E-05,ES-1
1150,24559,1.00E-05,ES-2
1151,24559,1.00E-05,ES-3
1152,24559,1.00E-05,ES-4
1153,24559,1.00E-05,ES-6
1154,24559,1.00E-05,ES-7
1155,24559,1.00E-05,ES-8
1156,24559,1.00E-05,EW8
1157,24559,1.00E-05,G-401
1158,24559,1.00E-05,HOS
1159,24559,1.00E-05,Hs 132.T
1160,24559,1.00E-05,Hs 706.T
1161,24559,1.00E-05,Hs 729
1162,24559,1.00E-05,Hs 913.T
1163,24559,1.00E-05,HSSY-II
1164,24559,1.00E-05,HT-1080
1165,24559,1.00E-05,Hu09
1166,24559,1.00E-05,KHOS-240S
1167,24559,1.00E-05,KHOS-312H
1168,24559,1.00E-05,KHOS NP
1169,24559,1.00E-05,LS141
1170,24559,1.00E-05,MES-SA
1171,24559,1.00E-05,MES-SA Dx5
1172,24559,1.00E-05,MHM-25
1173,24559,1.00E-05,MHM-8
1174,24559,1.00E-05,MPNST
1175,24559,1.00E-05,OHS
1176,24559,1.00E-05,RD
1177,24559,1.00E-05,RD
1178,24559,1.00E-05,RD
1179,24559,1.00E-05,RD-ES
1180,24559,1.00E-05,Rh18
1181,24559,1.00E-05,Rh28
1182,24559,1.00E-05,Rh30
1183,24559,1.00E-05,Rh36
1184,24559,1.00E-05,Rh41
1185,24559,1.00E-05,SAOS-2
1186,24559,1.00E-05,SJCRH30(RMS 13)
1187,24559,1.00E-05,SJSA-1
1188,24559,1.00E-05,SK-ES-1
1189,24559,1.00E-05,SK-LMS-1
1190,24559,1.00E-05,SK-N-MC
1191,24559,1.00E-05,SK-UT-1
1192,24559,1.00E-05,SK-UT-1B
1193,24559,1.00E-05,ST8814
1194,24559,1.00E-05,SW 1353
1195,24559,1.00E-05,SW 684
1196,24559,1.00E-05,SW 982
1197,24559,1.00E-05,SYO-1
1198,24559,1.00E-05,TC-32
1199,24559,1.00E-05,TC-71
1200,24559,1.00E-05,U-2 OS
1201,24559,1.00E-05,VA-ES-BJ
1202,25154,1.00E-05,A-204
1203,25154,1.00E-05,A549/ATCC
1204,25154,1.00E-05,A549/ATCC
1205,25154,1.00E-05,A549/ATCC
1206,25154,1.00E-05,A549/ATCC
1207,25154,1.00E-05,A549/ATCC
1208,25154,1.00E-05,A549/ATCC
1209,25154,1.00E-05,A549/ATCC
1210,25154,1.00E-05,A549/ATCC
1211,25154,1.00E-05,A-673
1212,25154,1.00E-05,ASPS-1
1213,25154,1.00E-05,CHLA-10
1214,25154,1.00E-05,CHLA-25
1215,25154,1.00E-05,CHLA-258
1216,25154,1.00E-05,CHLA-32
1217,25154,1.00E-05,CHP-100
1218,25154,1.00E-05,COG-E-352
1219,25154,1.00E-05,DDLS
1220,25154,1.00E-05,ES-1
1221,25154,1.00E-05,ES-2
1222,25154,1.00E-05,ES-3
1223,25154,1.00E-05,ES-4
1224,25154,1.00E-05,ES-6
1225,25154,1.00E-05,ES-7
1226,25154,1.00E-05,ES-8
1227,25154,1.00E-05,EW8
1228,25154,1.00E-05,G-401
1229,25154,1.00E-05,HOS
1230,25154,1.00E-05,Hs 132.T
1231,25154,1.00E-05,Hs 706.T
1232,25154,1.00E-05,Hs 729
1233,25154,1.00E-05,Hs 913.T
1234,25154,1.00E-05,HSSY-II
1235,25154,1.00E-05,HT-1080
1236,25154,1.00E-05,Hu09
1237,25154,1.00E-05,KHOS-240S
1238,25154,1.00E-05,KHOS-312H
1239,25154,1.00E-05,KHOS NP
1240,25154,1.00E-05,LS141
1241,25154,1.00E-05,MES-SA
1242,25154,1.00E-05,MES-SA Dx5
1243,25154,1.00E-05,MHM-25
1244,25154,1.00E-05,MHM-8
1245,25154,1.00E-05,MPNST
1246,25154,1.00E-05,OHS
1247,25154,1.00E-05,RD
1248,25154,1.00E-05,RD
1249,25154,1.00E-05,RD
1250,25154,1.00E-05,RD-ES
1251,25154,1.00E-05,Rh18
1252,25154,1.00E-05,Rh28
1253,25154,1.00E-05,Rh30
1254,25154,1.00E-05,Rh36
1255,25154,1.00E-05,Rh41
1256,25154,1.00E-05,SAOS-2
1257,25154,1.00E-05,SJCRH30(RMS 13)
1258,25154,1.00E-05,SJSA-1
1259,25154,1.00E-05,SK-ES-1
1260,25154,1.00E-05,SK-LMS-1
1261,25154,1.00E-05,SK-N-MC
1262,25154,1.00E-05,SK-UT-1
1263,25154,1.00E-05,SK-UT-1B
1264,25154,1.00E-05,ST8814
1265,25154,1.00E-05,SW 1353
1266,25154,1.00E-05,SW 684
1267,25154,1.00E-05,SW 982
1268,25154,1.00E-05,SYO-1
1269,25154,1.00E-05,TC-32
1270,25154,1.00E-05,TC-71
1271,25154,1.00E-05,U-2 OS
1272,25154,1.00E-05,VA-ES-BJ
1273,26271,1.00E-05,A-204
1274,26271,1.00E-05,A549/ATCC
1275,26271,1.00E-05,A549/ATCC
1276,26271,1.00E-05,A549/ATCC
1277,26271,1.00E-05,A549/ATCC
1278,26271,1.00E-05,A549/ATCC
1279,26271,1.00E-05,A549/ATCC
1280,26271,1.00E-05,A549/ATCC
1281,26271,1.00E-05,A549/ATCC
1282,26271,1.00E-05,A-673
1283,26271,1.00E-05,ASPS-1
1284,26271,1.00E-05,CHLA-10
1285,26271,1.00E-05,CHLA-25
1286,26271,1.00E-05,CHLA-258
1287,26271,1.00E-05,CHLA-32
1288,26271,1.00E-05,CHP-100
1289,26271,1.00E-05,COG-E-352
1290,26271,1.00E-05,DDLS
1291,26271,1.00E-05,ES-1
1292,26271,1.00E-05,ES-2
1293,26271,1.00E-05,ES-3
1294,26271,1.00E-05,ES-4
1295,26271,1.00E-05,ES-6
1296,26271,1.00E-05,ES-7
1297,26271,1.00E-05,ES-8
1298,26271,1.00E-05,EW8
1299,26271,1.00E-05,G-401
1300,26271,1.00E-05,HOS
1301,26271,1.00E-05,Hs 132.T
1302,26271,1.00E-05,Hs 706.T
1303,26271,1.00E-05,Hs 729
1304,26271,1.00E-05,Hs 913.T
1305,26271,1.00E-05,HSSY-II
1306,26271,1.00E-05,HT-1080
1307,26271,1.00E-05,Hu09
1308,26271,1.00E-05,KHOS-240S
1309,26271,1.00E-05,KHOS-312H
1310,26271,1.00E-05,KHOS NP
1311,26271,1.00E-05,LS141
1312,26271,1.00E-05,MES-SA
1313,26271,1.00E-05,MES-SA Dx5
1314,26271,1.00E-05,MHM-25
1315,26271,1.00E-05,MHM-8
1316,26271,1.00E-05,MPNST
1317,26271,1.00E-05,OHS
1318,26271,1.00E-05,RD
1319,26271,1.00E-05,RD
1320,26271,1.00E-05,RD
1321,26271,1.00E-05,RD-ES
1322,26271,1.00E-05,Rh18
1323,26271,1.00E-05,Rh28
1324,26271,1.00E-05,Rh30
1325,26271,1.00E-05,Rh36
1326,26271,1.00E-05,Rh41
1327,26271,1.00E-05,SAOS-2
1328,26271,1.00E-05,SJCRH30(RMS 13)
1329,26271,1.00E-05,SJSA-1
1330,26271,1.00E-05,SK-ES-1
1331,26271,1.00E-05,SK-LMS-1
1332,26271,1.00E-05,SK-N-MC
1333,26271,1.00E-05,SK-UT-1
1334,26271,1.00E-05,SK-UT-1B
1335,26271,1.00E-05,ST8814
1336,26271,1.00E-05,SW 1353
1337,26271,1.00E-05,SW 684
1338,26271,1.00E-05,SW 982
1339,26271,1.00E-05,SYO-1
1340,26271,1.00E-05,TC-32
1341,26271,1.00E-05,TC-71
1342,26271,1.00E-05,U-2 OS
1343,26271,1.00E-05,VA-ES-BJ
1344,26980,1.00E-05,A-204
1345,26980,1.00E-05,A549/ATCC
1346,26980,1.00E-05,A549/ATCC
1347,26980,1.00E-05,A549/ATCC
1348,26980,1.00E-05,A549/ATCC
1349,26980,1.00E-05,A549/ATCC
1350,26980,1.00E-05,A549/ATCC
1351,26980,1.00E-05,A549/ATCC
1352,26980,1.00E-05,A-673
1353,26980,1.00E-05,ASPS-1
1354,26980,1.00E-05,CHLA-10
1355,26980,1.00E-05,CHLA-25
1356,26980,1.00E-05,CHLA-258
1357,26980,1.00E-05,CHLA-32
1358,26980,1.00E-05,CHP-100
1359,26980,1.00E-05,COG-E-352
1360,26980,1.00E-05,DDLS
1361,26980,1.00E-05,ES-1
1362,26980,1.00E-05,ES-2
1363,26980,1.00E-05,ES-3
1364,26980,1.00E-05,ES-4
1365,26980,1.00E-05,ES-6
1366,26980,1.00E-05,ES-7
1367,26980,1.00E-05,ES-8
1368,26980,1.00E-05,G-401
1369,26980,1.00E-05,HOS
1370,26980,1.00E-05,Hs 132.T
1371,26980,1.00E-05,Hs 706.T
1372,26980,1.00E-05,Hs 729
1373,26980,1.00E-05,Hs 913.T
1374,26980,1.00E-05,HSSY-II
1375,26980,1.00E-05,HT-1080
1376,26980,1.00E-05,Hu09
1377,26980,1.00E-05,KHOS-240S
1378,26980,1.00E-05,KHOS-312H
1379,26980,1.00E-05,KHOS NP
1380,26980,1.00E-05,LS141
1381,26980,1.00E-05,MES-SA
1382,26980,1.00E-05,MES-SA Dx5
1383,26980,1.00E-05,MHM-25
1384,26980,1.00E-05,MHM-8
1385,26980,1.00E-05,MPNST
1386,26980,1.00E-05,OHS
1387,26980,1.00E-05,RD
1388,26980,1.00E-05,RD
1389,26980,1.00E-05,RD
1390,26980,1.00E-05,RD-ES
1391,26980,1.00E-05,Rh18
1392,26980,1.00E-05,Rh28
1393,26980,1.00E-05,Rh30
1394,26980,1.00E-05,Rh36
1395,26980,1.00E-05,Rh41
1396,26980,1.00E-05,SAOS-2
1397,26980,1.00E-05,SJCRH30(RMS 13)
1398,26980,1.00E-05,SJSA-1
1399,26980,1.00E-05,SK-ES-1
1400,26980,1.00E-05,SK-LMS-1
1401,26980,1.00E-05,SK-N-MC
1402,26980,1.00E-05,SK-UT-1
1403,26980,1.00E-05,SK-UT-1B
1404,26980,1.00E-05,ST8814
1405,26980,1.00E-05,SW 1353
1406,26980,1.00E-05,SW 684
1407,26980,1.00E-05,SW 982
1408,26980,1.00E-05,SYO-1
1409,26980,1.00E-05,TC-32
1410,26980,1.00E-05,TC-71
1411,26980,1.00E-05,U-2 OS
1412,26980,1.00E-05,VA-ES-BJ
1413,27640,1.00E-05,A-204
1414,27640,1.00E-05,A549/ATCC
1415,27640,1.00E-05,A549/ATCC
1416,27640,1.00E-05,A549/ATCC
1417,27640,1.00E-05,A549/ATCC
1418,27640,1.00E-05,A549/ATCC
1419,27640,1.00E-05,A549/ATCC
1420,27640,1.00E-05,A549/ATCC
1421,27640,1.00E-05,A549/ATCC
1422,27640,1.00E-05,A-673
1423,27640,1.00E-05,ASPS-1
1424,27640,1.00E-05,CHLA-10
1425,27640,1.00E-05,CHLA-25
1426,27640,1.00E-05,CHLA-258
1427,27640,1.00E-05,CHLA-32
1428,27640,1.00E-05,CHP-100
1429,27640,1.00E-05,COG-E-352
1430,27640,1.00E-05,DDLS
1431,27640,1.00E-05,ES-1
1432,27640,1.00E-05,ES-2
1433,27640,1.00E-05,ES-3
1434,27640,1.00E-05,ES-4
1435,27640,1.00E-05,ES-6
1436,27640,1.00E-05,ES-7
1437,27640,1.00E-05,ES-8
1438,27640,1.00E-05,EW8
1439,27640,1.00E-05,G-401
1440,27640,1.00E-05,HOS
1441,27640,1.00E-05,Hs 132.T
1442,27640,1.00E-05,Hs 706.T
1443,27640,1.00E-05,Hs 729
1444,27640,1.00E-05,Hs 913.T
1445,27640,1.00E-05,HSSY-II
1446,27640,1.00E-05,HT-1080
1447,27640,1.00E-05,Hu09
1448,27640,1.00E-05,KHOS-240S
1449,27640,1.00E-05,KHOS-312H
1450,27640,1.00E-05,KHOS NP
1451,27640,1.00E-05,LS141
1452,27640,1.00E-05,MES-SA
1453,27640,1.00E-05,MES-SA Dx5
1454,27640,1.00E-05,MHM-25
1455,27640,1.00E-05,MHM-8
1456,27640,1.00E-05,MPNST
1457,27640,1.00E-05,OHS
1458,27640,1.00E-05,RD
1459,27640,1.00E-05,RD
1460,27640,1.00E-05,RD
1461,27640,1.00E-05,RD-ES
1462,27640,1.00E-05,Rh18
1463,27640,1.00E-05,Rh28
1464,27640,1.00E-05,Rh30
1465,27640,1.00E-05,Rh36
1466,27640,1.00E-05,Rh41
1467,27640,1.00E-05,SAOS-2
1468,27640,1.00E-05,SJCRH30(RMS 13)
1469,27640,1.00E-05,SJSA-1
1470,27640,1.00E-05,SK-ES-1
1471,27640,1.00E-05,SK-LMS-1
1472,27640,1.00E-05,SK-N-MC
1473,27640,1.00E-05,SK-UT-1
1474,27640,1.00E-05,SK-UT-1B
1475,27640,1.00E-05,ST8814
1476,27640,1.00E-05,SW 1353
1477,27640,1.00E-05,SW 684
1478,27640,1.00E-05,SW 982
1479,27640,1.00E-05,SYO-1
1480,27640,1.00E-05,TC-32
1481,27640,1.00E-05,TC-71
1482,27640,1.00E-05,VA-ES-BJ
1483,28841,1.00E-05,A-204
1484,28841,1.00E-05,A549/ATCC
1485,28841,1.00E-05,A549/ATCC
1486,28841,1.00E-05,A549/ATCC
1487,28841,1.00E-05,A549/ATCC
1488,28841,1.00E-05,A549/ATCC
1489,28841,1.00E-05,A549/ATCC
1490,28841,1.00E-05,A-673
1491,28841,1.00E-05,ASPS-1
1492,28841,1.00E-05,CHA-59
1493,28841,1.00E-05,CHLA-10
1494,28841,1.00E-05,CHLA-25
1495,28841,1.00E-05,CHLA-258
1496,28841,1.00E-05,CHLA-32
1497,28841,1.00E-05,CHLA-9
1498,28841,1.00E-05,CHP-100
1499,28841,1.00E-05,COG-E-352
1500,28841,1.00E-05,DDLS
1501,28841,1.00E-05,ES-1
1502,28841,1.00E-05,ES-2
1503,28841,1.00E-05,ES-3
1504,28841,1.00E-05,ES-4
1505,28841,1.00E-05,ES-6
1506,28841,1.00E-05,ES-7
1507,28841,1.00E-05,ES-8
1508,28841,1.00E-05,EW8
1509,28841,1.00E-05,G-401
1510,28841,1.00E-05,HOS
1511,28841,1.00E-05,Hs 706.T
1512,28841,1.00E-05,Hs 729
1513,28841,1.00E-05,Hs 913.T
1514,28841,1.00E-05,HSSY-II
1515,28841,1.00E-05,HT-1080
1516,28841,1.00E-05,Hu09
