experiment_id,log_ec50,response_zero,response_inflection,hill_slope,log_ic50,flag_ic50
11480,-4.266923557,-52.48027659,105.4708869,-0.283704923,-5.211831629,=
11482,-6.28694626,31.12027639,97.33289468,-0.86029916,-5.801342913,=
11492,-7.774456947,6.700919506,104.2837312,-1.194124201,-7.679853714,=
11496,-7.44450103,9.544673102,78.59972698,-2.924353794,-7.548213564,=
11504,-5.168994979,-12.68575975,102.287343,-3.912449555,-5.229147988,=
11538,-5.060144453,-51.08366562,98.77909424,-4.6972022,-5.244887734,=
11562,-5.132338739,-20.70918926,93.41785485,-4.753961401,-5.260427656,=
11578,-5.815384208,0.056113074,98.01517205,-8.871704298,-5.735182177,=
11580,-5.208721421,-17.46259742,96.78200062,-3.228507616,-5.281498311,=
11609,-4.64988857,-467.4840627,97.53605908,-1.940707017,-5.284832642,=
11612,-5.68638666,-1.02161426,100.3641021,-4.009594687,-5.70333481,=
11615,-5.422656073,-0.172988074,103.7488882,-7.315650429,-5.322393047,=
11618,-5.512017201,-1.095830245,93.69455772,-3.824446584,-5.576754126,=
11623,-5.442297524,-2.305467556,95.61625711,-3.196133169,-5.449771647,=
11625,-5.452640845,0.604956868,94.00733673,-5.424152303,-5.437707136,=
11639,-5.514906806,-0.109211303,83.69168265,-11.02177921,-5.688246139,=
11657,-5.676661406,1.652023675,95.53900796,-3.028585491,-5.701146924,=
11661,-5.612577006,22.15665724,100.2952641,-3.150654468,-5.539102157,=
11672,-4.224437163,-299.5690746,53.30011171,-1.161653536,-5.978810701,=
11678,-5.39044699,6.728916292,97.35907986,-3.48020437,-5.332547047,=
11703,-5.643337237,5.974835228,77.06257692,-4.471168752,-5.752026734,=
11704,-5.853144659,0.291254375,94.46603207,-6.309210748,-5.785156152,=
11709,-6.240866369,-15.08452944,81.30078222,-0.684908489,-6.718966633,=
11716,-5.823828307,-3.004376588,75.47437434,-2.322824111,-5.966576245,=
11728,-5.814412846,1.918433748,91.86605935,-4.661717474,-5.782516056,=
11735,-5.887253399,-9.610367321,69.47261033,-1.075921307,-6.355561411,=
11739,-5.44832665,-32.67411055,68.57441538,-0.521228744,-6.714442691,=
11743,-5.678608607,23.62064794,101.4651835,-4.310574621,-5.605548319,=
11744,-5.84124847,8.564337457,73.09239681,-3.967722817,-5.88941029,=
11753,-5.718492175,28.54901222,100.6385788,-3.720767985,-5.591760035,=
11756,-5.806944429,11.34922752,107.1582689,-0.868707451,-5.605548319,=
11762,-5.912558815,-0.553934728,63.35209459,-1.905393803,-6.278189385,=
11767,-5.747323947,13.97770686,101.1733158,-5.294536348,-5.679853714,=
11776,-5.91192422,1.531544455,98.38911524,-1.83551064,-5.903089987,=
11778,-4.480266712,-34.42799925,63.83256587,-0.880250131,-5.396855627,=
11805,-5.223525434,-16.27491997,118.6683801,-3.89455737,-5.225483034,=
11808,-4.831395979,-125.4598814,62.85196609,-2.127821411,-5.427128398,=
11809,-6.501239223,-10.77320878,101.3582624,-0.549563539,-6.638272164,=
11824,-5.024617875,-56.32371345,96.44840393,-9.527080531,-5.247183569,=
11849,-5.676219023,22.8159701,93.98726862,-2.233969565,-5.580044252,=
11851,-5.791051448,5.231945687,81.14345224,-1.995679031,-5.866461092,=
11856,-6.00914003,28.25076914,105.9922177,-10.95804264,-6.001740662,=
11865,-6.199366337,1.001707159,77.33771564,-4.303621067,-6.277366077,=
11869,-6.293622646,7.299533084,107.2004982,-5.059606177,-6.193820026,=
11875,-5.983364228,23.26314987,104.4632926,-2.064642401,-5.785156152,=
11879,-5.738145692,3.723452343,106.9219943,-5.004938994,-5.694648631,=
11885,-6.063182385,13.04491823,105.2381847,-4.24454773,-6.050122296,=
11888,-6.133861122,7.617527481,97.69657553,-2.914966948,-6.130181792,=
11893,-6.206066293,44.57151064,107.7190346,-1.339548968,-5.413412695,=
11897,-6.20130903,46.73312688,102.6563593,-4.276365732,-5.821023053,=
11905,-5.764981359,18.53819143,106.6224121,-2.7985679,-5.643974143,=
11911,-6.279571615,0.082631104,115.1055932,-5.167496368,-6.189767482,=
11920,-6.54388759,3.930630188,92.58544615,-1.611531412,-6.578396073,=
11924,-5.946689235,-23.22979977,98.81316203,-0.767352561,-6.186419011,=
11942,-7.858197204,-0.089133414,82.59679365,-1.416372784,-8.01278077,=
11946,-6.724282734,-0.291676887,82.20933566,-1.39387283,-6.863279433,=
11949,-6.593139999,1.332790757,53.33060495,-2.610349909,-7.168770306,=
11960,-7.415327654,2.830281988,104.2028578,-1.29884797,-7.36552273,=
11966,-7.063507052,7.031184355,99.83235949,-1.022356532,-7.002176919,=
11977,-7.124287425,1.596380411,109.2284677,-1.891822268,-7.077793723,=
11981,-7.420740401,2.24953228,100.1265704,-2.466240894,-7.42365865,=
11989,-10.62171106,4.592819532,860.8090736,-0.559718106,-8.374687549,=
12010,-9.464844858,2.528028117,387.263374,-1.093045863,-8.638272164,=
12013,-8.357368276,-10.33360466,130.5290275,-0.360790405,-8.007446482,=
12019,-10.25977508,7.878817805,1175.266505,-0.795260066,-8.431798276,=
12030,-11.71215808,-18.19536795,584.1241596,-0.223315357,-7.698970004,=
12036,-7.61377203,-3.16101786,109.3639344,-0.687300208,-7.543633967,=
12061,-6.055638658,4.179520749,107.4536133,-2.703581451,-6.03574037,=
12068,-6.505513277,-0.421794644,105.6648605,-2.404927828,-6.504455662,=
12075,-5.982682841,-8.056724114,104.3089873,-0.978340644,-6.016824928,=
12083,-4.990476239,-85.69469096,110.0390165,-0.90439272,-5.392544977,=
12084,-5.583181246,-21.56696638,82.67565952,-0.963380911,-5.93930216,=
12098,-6.069822483,8.901280735,104.0173156,-3.01066203,-6.049148541,=
12113,-6.327827732,3.389701327,112.0946297,-3.403283504,-6.235077015,=
12119,-6.552127803,-0.20008614,87.75594971,-2.264173107,-6.63638802,=
12122,-6.336885542,-0.762818123,102.3570372,-1.283947007,-6.318758763,=
12134,-5.086487775,19.73100238,102.3355291,-3.438132281,-5.024108864,=
12135,-5.483277853,1.945539283,96.90934225,-8.569387347,-5.510041521,=
12141,-5.493735677,12.0684726,69.8457659,-11.53439682,-5.684029655,=
12148,-5.534212068,34.08790285,115.1008804,-3.029286018,-5.218244625,=
12154,-5.738694949,21.94930705,104.8858098,-2.144996961,-5.588380294,=
12166,-5.670405416,44.30097364,118.5816933,-3.464200159,-5.199970641,=
12174,-5.56108853,24.61276436,151.9473788,-1.387973598,-5.093126465,=
12217,-6.449703743,-4.169961775,64.94625202,-0.854173593,-7.136082623,=
12222,-4.613030738,-64.14974928,68.69018171,-0.780128534,-5.653647026,=
12224,-5.055984595,7.898845901,102.2907753,-7.740220055,-5.115204636,=
12230,-6.07540455,-0.84035046,97.49316445,-1.055575375,-6.109578981,=
12231,-5.589144972,-9.356075014,99.14781448,-1.305740227,-5.663540266,=
12237,-6.657467231,-14.22557352,118.00008,-0.503631877,-6.607303047,=
12242,-5.866095288,-18.68330088,97.06813874,-0.865697326,-6.066006836,=
12266,-4.930616616,-92.99851914,63.21398435,-2.43860663,-5.42365865,=
12286,-8.774654365,-0.443344883,162.1113621,-5.044594828,-8.576754126,=
12297,2.035830592,-1418.182998,131.4306419,-0.152522524,-6.207608311,=
12298,-8.801591054,8.411730169,115.4923359,-2.93897029,-8.681936665,=
12307,-5.068106455,-50.48555569,98.31584828,-4.423997406,-5.250263684,=
12317,-8.238271617,16.01058198,104.4251525,-2.038091461,-8.104025268,=
12328,-8.910566637,9.505688919,199.5595743,-1.629662466,-8.507239611,=
12349,-8.765753838,0.302420603,91.279993,-2.984220859,-8.779891912,=
12355,-8.688615525,0.158731588,100.9079838,-2.721274212,-8.657577319,=
12359,-8.613409455,-0.150039624,101.0375154,-1.802993034,-8.603800653,=
12390,-7.694646175,-0.939778454,89.20022783,-1.124590623,-7.795880017,=
12392,-7.753438544,0.020267651,91.18266895,-2.6832289,-7.76700389,=
12393,-7.940422285,0.041982524,95.36313895,-1.720630448,-7.978810701,=
12470,-3.361837894,-2811.517522,95.45839384,-0.943284311,-5.325138859,=
12471,-5.052683105,-25.49049242,104.1232871,-7.607488648,-5.19859629,=
12490,-5.445986285,0.00227214,79.32917327,-8.927916399,-5.459670525,=
12501,-5.168676256,10.91740901,95.87325584,-4.617024637,-5.184422252,=
12504,-5.071542034,-23.05850551,79.61552753,-6.679379397,-5.294136288,=
12511,-5.327587841,-49.43665665,104.1907449,-0.882925408,-5.643974143,=
12537,-7.159446584,7.843096506,91.36635564,-1.215835943,-7.165579296,=
12544,-4.776875056,-43.11732568,82.31884821,-1.693492177,-5.076755981,=
12568,-2.97350951,-2553.780122,87.27757728,-0.763461355,-5.415668776,=
12961,-3.892076445,-335.391679,105.1156687,-0.521428723,-5.519993057,=
12965,-5.497096115,-1.78002027,100.4073787,-0.781650833,-5.514278574,=
12975,-3.294795277,-1756.591238,69.3891676,-0.878327746,-5.563837353,=
12980,-0.342052357,-1750.853224,82.34769494,-0.306553731,-6.04769199,=
12981,-1.822641826,-2228.258836,71.40587334,-0.484332311,-6.021363052,=
12984,-3.671925769,-178.5038343,112.841194,-0.207595697,-6.375717904,=
13005,-5.176120582,13.23258718,95.47612335,-4.648767527,-5.181114585,=
13006,-5.324525984,-68.36470039,109.8947465,-0.629268681,-5.804100348,=
13009,-4.889942285,-86.34268056,100.5350117,-2.113315737,-5.149966742,=
13011,-2.276519241,-1932.163949,78.06987481,-0.560430677,-5.600326279,=
13090,-7.954367542,15.12709273,85.98374018,-9.119369925,-8.062482108,=
13099,-8.299377942,4.094512133,105.3549454,-7.11225623,-8.190440285,=
13111,-8.599212084,5.516448039,114.6460151,-2.196560692,-8.512861625,=
13115,-8.728996629,-0.049879195,94.92696097,-3.303035043,-8.71219827,=
13118,-8.75661663,6.966422204,84.27402873,-6.380999677,-8.714442691,=
13131,-8.119359155,7.693964908,95.59476144,-3.060708002,-8.100179498,=
13132,-8.308978639,7.638484418,107.5584751,-7.30706971,-8.185086819,=
13142,-8.313943018,6.382401387,87.53369123,-7.597380083,-8.282329497,=
13148,-8.737478462,1.432234836,99.40719268,-4.351049184,-8.679853714,=
13159,-1.769526889,-1871.566157,102.9988122,-0.417995345,-5.505845406,=
13164,-0.259308033,-1464.522639,111.6720241,-0.25261188,-5.777283529,=
13165,-8.577707359,24.47488397,102.5882977,-0.492781081,-7.935542011,=
13190,-7.421366873,41.85298267,123.6924378,-1.730409593,-6.832682665,=
13202,-8.768100298,0.259552875,197.9463986,-0.258315592,-6.935542011,=
13209,-1.378570277,-361.8172195,95.89305327,-0.237101296,-5.404503778,=
13219,-0.098774046,-1128.990917,110.7633154,-0.225445267,-5.821023053,=
13222,-5.062336664,-18.22954713,115.2002572,-0.751051991,-5.092051478,=
13225,-5.719978519,5.667329719,94.37007963,-1.9121672,-5.718966633,=
13286,-4.479373784,4.505643661,80.46893165,-0.055245928,-7.630784143,=
13291,-5.048422302,-19.68983862,87.15119076,-2.065846457,-5.226213555,=
13383,-10.01165698,49.17559509,164.7205739,-0.428527366,-5.007446482,=
13424,-4.426174857,-422.12664,98.52922008,-1.499177029,-5.140261434,=
13620,-5.590102448,12.52320077,103.2305983,-0.863552339,-5.40560745,=
13643,-6.034314454,11.34766301,63.69680528,-6.264061594,-6.268411235,=
13646,-5.890542657,-8.939656109,84.0007137,-0.732807658,-6.228412519,=
13647,-5.90878414,-4.201098661,87.98609973,-0.855332015,-6.100179498,=
13677,-6.970564063,30.97038516,72.80379666,-1.018030734,-6.89279003,=
13868,-4.344853868,-95.83605585,87.32579999,-0.854072315,-5.049635146,=
13922,-7.228688003,-1.060803548,90.23125923,-0.924805502,-7.3400838,=
13927,-7.955303428,1.467812778,88.06290114,-1.586293173,-8.040481623,=
13948,-8.157044379,0.615247246,74.12404232,-1.356445716,-8.403402904,=
13966,-7.910955896,0.633226889,70.70181991,-1.032307165,-8.284832642,=
13983,-8.05291859,0.204610794,85.37199749,-2.052699577,-8.141462802,=
13987,-5.709491595,-9.526283979,89.5960013,-1.353490745,-5.844663963,=
14008,-5.819893113,-48.20254132,115.2775461,-0.523955455,-6.165579296,=
14021,-6.059031324,0.476522368,83.09370109,-1.561608044,-6.192464972,=
14023,-6.026840065,-29.85764949,106.8987336,-0.572855028,-6.288192771,=
14032,-4.913112365,-119.9786554,103.905424,-0.523087042,-5.876148359,=
14033,-5.783395194,-8.43466659,101.1967416,-1.573331599,-5.815308569,=
14051,-6.395993667,0.78432452,105.2921408,-2.629688103,-6.350665141,=
14053,-6.204430188,-2.668501767,100.5570585,-1.335824585,-6.217527376,=
14132,-5.184048235,14.18085202,128.1895284,-4.769097341,-5.111259039,=
14138,-4.049504595,-890.8679532,104.0785617,-1.090432956,-5.248720896,=
14141,-5.194096916,-37.31767539,98.44836552,-1.554206361,-5.369572125,=
14155,-5.097775255,-73.46680476,98.60388764,-1.259597552,-5.428291168,=
14166,-5.32511753,44.5967285,102.9681098,-3.170974366,-5.005243055,=
14171,-5.406203694,-0.973974095,115.5119598,-8.172919876,-5.263603498,=
14173,-5.473571143,-5.115411173,106.9825309,-2.71720628,-5.462180905,=
14181,-4.21559421,-1749.505764,104.5724909,-1.563774139,-5.279014256,=
14187,-5.570565834,1.383864661,88.37601911,-10.77608009,-5.723538196,=
14191,-5.304874108,-20.17022837,108.7077525,-2.36017934,-5.328827157,=
14244,-6.714702826,39.87380283,95.87157414,-1.075284483,-6.07109231,=
14256,-5.441344032,24.75524503,96.72810182,-0.833464143,-5.111259039,=
14257,-6.798948884,6.309264962,102.0558125,-0.698875272,-6.68613278,=
14282,-3.499414871,-2873.920266,100.3268275,-1.010799452,-5.307153081,=
14285,-5.419140091,1.772003917,104.4347936,-7.710479628,-5.303643611,=
14290,-5.188470992,14.70439029,84.28190145,-4.313428136,-5.219682688,=
14296,-5.067676768,-74.58929865,102.9270306,-1.87551486,-5.307153081,=
14308,-5.030741213,-8.755451104,115.9411318,-8.779551885,-5.089375595,=
14319,-5.492260706,-9.55057964,106.4851241,-2.036044061,-5.512861625,=
14321,-4.711338752,-264.889378,101.0022986,-1.607854566,-5.277366077,=
14327,-4.081786865,-915.123919,94.77939114,-1.101243746,-5.350665141,=
14407,-8.556171027,0.268573234,75.60610476,-2.157389615,-8.705533774,=
14408,-6.980062687,26.04139142,105.1941032,-1.982053393,-6.747146969,=
14425,-8.617869217,-0.535846012,83.82458695,-2.159063561,-8.698970004,=
14426,-8.282859401,1.744434747,108.2874404,-2.418417658,-8.217527376,=
14428,-11.33234332,9.051386684,609.7759111,-0.388168634,-8.396855627,=
14434,-8.252870504,16.2376582,93.60548193,-8.210301531,-8.111259039,=
14441,-9.182116762,15.5640371,502.6926373,-1.879915727,-8.488116639,=
14443,-8.607924187,0.277470537,88.84298114,-2.075586142,-8.659555885,=
14448,-8.709943022,5.599902743,118.5200301,-3.372619178,-8.591760035,=
14450,-14.66772422,-44.26618001,595.4639957,-0.109743284,-7.716698771,=
14459,-8.261972207,1.509288401,105.8784113,-4.549946325,-8.179142011,=
14460,-7.997290459,35.95479222,107.0101906,-3.04379857,-7.714442691,=
14465,-8.022921111,1.566244142,97.77842625,-3.151494671,-8.051587034,=
14468,-8.775107014,3.529879909,113.9282239,-2.250227239,-8.677780705,=
14618,-5.42648329,33.20461631,105.2217625,-6.526584127,-5.162411562,=
14621,-5.740686914,-0.316525903,103.4760675,-2.338637419,-5.721246399,=
14624,-5.953152752,23.17040335,104.7597089,-10.57755342,-5.787812396,=
14626,-5.374383045,8.93007302,103.7249501,-1.204505675,-5.26520017,=
14632,-5.770030358,14.85565112,105.4508777,-3.534885226,-5.673664139,=
14658,-5.4833574,31.9044894,88.83805898,-8.171480425,-5.322393047,=
14660,-4.661027357,-110.1621544,95.784452,-1.183113976,-5.15864053,=
14673,-5.32457627,-20.54132754,100.9113635,-1.238185246,-5.438898616,=
14693,-6.209328631,-2.858527206,98.90903492,-1.244144628,-6.236572006,=
14697,-6.427095317,1.732400084,106.9263613,-13.55198086,-6.364516253,=
14702,-6.289533891,0.840392215,50.8839556,-2.440147665,-7.119186408,=
14703,-6.092694134,1.528181014,102.9918613,-1.713046306,-6.078833949,=
14712,-5.936505435,-7.293018258,105.972101,-0.87402669,-5.946921557,=
14726,-5.582435909,20.96408129,101.9697243,-1.154084789,-5.341988603,=
14750,-7.463314734,27.80471982,103.8355311,-4.389973095,-7.35261703,=
14756,-7.450334472,0.102646317,90.51174838,-8.551456803,-7.590066877,=
14758,-7.605286119,10.81552604,97.9414422,-3.002113972,-7.576754126,=
14766,-7.491814761,0.074341343,52.3641804,-8.427312563,-7.838631998,=
14784,-7.756746779,-0.321687361,58.37012076,-5.906543383,-7.982966661,=
14799,-7.559718394,6.449714644,105.9902329,-4.041954894,-7.552841969,=
14807,-7.574137881,-0.037725496,60.82168338,-3.886931071,-7.795880017,=
14808,-7.537726714,3.622749802,94.40351316,-2.043985967,-7.562249437,=
14817,-4.638747722,-77.8614431,100.4593901,-1.094213096,-5.010550182,=
14823,-5.175029517,-0.407229128,101.6371615,-4.346780278,-5.20481541,=
14826,-5.557135748,2.331705879,104.62875,-2.098202574,-5.539102157,=
14828,-5.419733665,10.72866451,88.63007347,-7.311450773,-5.331614083,=
14841,-4.148070013,-383.4405534,111.8684603,-0.896451623,-5.121478204,=
14881,-5.696398753,27.2385324,100.7995582,-2.379811328,-5.542118103,=
14882,-5.591634626,43.47295748,108.9538701,-2.158937937,-5.075720714,=
14891,-6.122726366,5.315802049,79.85296034,-2.047649906,-6.229884705,=
14901,-6.166478277,2.837612677,82.80644888,-1.171745794,-6.306273051,=
14903,-6.231827218,0.893416571,72.68237081,-7.186417769,-6.2915791,=
14918,-6.064792088,7.120362691,71.07029949,-2.56904403,-6.236572006,=
14920,-5.792704856,12.08776312,83.24721643,-2.124712918,-5.809668302,=
14928,-5.767822155,4.194479932,86.16906784,-2.569556763,-5.801342913,=
14940,-6.020668022,7.513623947,80.27880216,-12.44546362,-6.203425667,=
14941,-5.317685111,10.5173021,89.64029464,-2.023941805,-5.303643611,=
14945,-6.437968415,-0.088311926,93.48477482,-3.448077348,-6.478861916,=
14948,-5.83297433,19.94807668,85.36480397,-1.773075997,-5.774690718,=
15119,-5.156118535,1.590286895,98.92296297,-0.784298175,-5.152427341,=
15498,-2.810831731,-83.81866253,74.66218415,-0.308978818,-5.201349355,=
15579,-6.193986357,9.715632561,105.3884471,-0.793392737,-6.018181393,=
15592,-3.197179198,-513.3374781,89.82766649,-0.533699934,-5.374687549,=
15641,-3.957732774,-2353.591011,108.1492738,-1.28661611,-5.292429824,=
15650,-4.39788742,-494.9892638,97.84592288,-1.236532021,-5.316952962,=
15655,-6.270319306,24.44746624,95.0918209,-1.736715693,-6.109020403,=
15663,-6.125892024,-1.347610877,97.93003084,-1.034785139,-6.15864053,=
15671,-5.364368605,-43.70522081,88.79120681,-0.822317806,-5.844663963,=
15674,-4.40828908,-247.0287793,96.57188024,-0.693302227,-5.591760035,=
15682,-4.736883394,-141.1249174,101.9708994,-0.649601749,-5.628932138,=
15698,-5.086774034,-74.31622966,95.30259097,-1.272270984,-5.438898616,=
15727,-5.203720821,-15.76573773,85.66436761,-3.576202906,-5.313363731,=
15730,-5.775240989,-0.750499514,65.81101805,-4.980391305,-5.886056648,=
15735,-5.01514462,-91.89760378,98.39371718,-1.921655163,-5.311580178,=
15736,-4.090453663,-1766.467008,105.5174867,-1.347187634,-5.295849483,=
15737,-4.021822973,-2264.429585,80.88985705,-1.485294692,-5.366531544,=
15744,-4.941343955,-108.0139385,77.52274793,-2.534052048,-5.341035157,=
15755,-4.675391474,-382.9545991,86.85548293,-1.972560957,-5.319664487,=
15756,-3.713437276,-1543.5108,101.4525047,-0.921697702,-5.374687549,=
15762,-5.126492949,-38.87915467,99.17866802,-3.246420281,-5.266000713,=
15764,-5.085330169,-34.34023271,99.31092375,-5.320291971,-5.241845378,=
15767,-5.512641122,-3.791940012,85.89440412,-2.663680998,-5.627087997,=
15770,-5.577887993,0.46819667,105.6015081,-10.13963367,-5.677780705,=
15782,-5.051047122,-33.16697261,129.0045325,-9.80731241,-5.171340103,=
15786,-5.40839335,-40.74001335,93.9384357,-0.754910991,-5.835647144,=
15794,-3.853911896,-2202.826767,85.80353302,-1.268545642,-5.345823458,=
15796,-4.893782111,-132.79545,85.40586497,-2.110271437,-5.316952962,=
15801,-5.328837384,3.585475595,114.5897968,-6.099764376,-5.22184875,=
15803,-5.651869314,-1.530264152,83.9345656,-2.429177319,-5.752026734,=
15806,-5.414531277,0.604157765,97.71400291,-8.873466377,-5.30980392,=
15817,-5.409439952,-5.341205746,97.53429394,-2.984984167,-5.412289035,=
15820,-5.506950603,3.382770529,103.1736968,-9.57291311,-5.568636236,=
15835,-5.162844502,29.16988085,100.210164,-12.43313787,-5.13667714,=
15836,-5.879298677,-7.301451988,93.96700342,-1.492370851,-5.958607315,=
15841,-6.048515342,-3.164204507,76.59456494,-1.606135475,-6.262807357,=
15845,-5.034493483,-41.13594697,112.6501278,-9.487213865,-5.191114133,=
15853,-3.256497828,-390.0817614,77.02824411,-0.597721667,-5.316052869,=
15864,-5.54509599,12.010671,77.94023316,-4.288421231,-5.653647026,=
15870,-4.312554564,-293.8544332,87.84593032,-1.109184689,-5.232844134,=
15871,-6.409278712,2.528582582,86.12427724,-2.127825974,-6.48148606,=
15969,-5.131639348,24.99421885,96.46179936,-12.65207485,-5.160521953,=
15974,-6.529543013,4.702349569,70.73015161,-7.309975285,-6.730487056,=
16005,-7.398632391,0.394147282,116.8459348,-0.356583353,-7.033389013,=
16013,-1.195718538,-371.0684889,77.46214658,-0.242859188,-6.088842391,=
16035,-3.161429933,-115.4078012,88.77909063,-0.213868499,-6.11463878,=
16041,-6.993165738,18.55678693,86.87330741,-1.294766081,-6.943095149,=
16049,-6.35155868,21.47340742,92.73042827,-1.379930263,-6.20481541,=
16054,-6.407676638,26.0956593,98.42859249,-2.315214967,-6.218244625,=
16056,-6.379788629,24.21383093,99.57084465,-2.313198234,-6.204119983,=
16058,-6.327587953,27.93712449,99.6173659,-2.646885028,-6.137272472,=
16068,-6.997105216,5.185615626,94.05559003,-2.200501534,-7.020451625,=
16084,-7.192854439,2.618722228,90.88438885,-1.798244141,-7.22475374,=
16110,-7.289830646,-0.66039772,87.048529,-2.562156954,-7.332547047,=
16115,-7.230531982,4.213653689,77.81389426,-1.533884478,-7.37161107,=
16147,-1.960582585,-952.893216,87.61091399,-0.399855819,-5.536107011,=
16256,-5.522296571,8.996728186,79.86292919,-3.085608489,-5.617982957,=
16314,-5.450258584,1.558102229,100.0972362,-2.641714626,-5.428291168,=
16406,-5.183632156,-17.27835817,90.46768895,-3.811629146,-5.286509457,=
16415,-3.811722663,-1722.956749,90.54225871,-1.07734724,-5.385102784,=
16419,-4.450329539,-684.4317275,94.32418938,-1.721452793,-5.251811973,=
16448,-5.068396976,36.47365838,93.88927782,-8.222577876,-5.012333735,=
16477,-5.600626403,36.77330933,105.6439627,-1.863254136,-5.19314197,=
16488,-6.803496251,-0.118028118,103.9011823,-1.82184941,-6.769551079,=
16492,-4.688236119,-42.28313525,72.61767441,-1.287989111,-5.211831629,=
16511,-6.01293251,33.62609384,103.1426933,-1.551672386,-5.63638802,=
16556,-7.536666867,0.896834053,56.11135235,-1.328163977,-8.260427656,=
16563,-6.989653019,-12.32571717,98.65588811,-0.402493872,-7.258848401,=
16571,-6.166143313,5.920828469,75.98115059,-3.321776398,-6.262012674,=
16580,-6.544958806,-2.629136394,107.490484,-1.463132806,-6.525783736,=
16601,-7.658744493,0.027821115,60.30247668,-2.322908754,-8.032920266,=
16605,-7.843428732,3.809606642,75.60792454,-1.408258652,-8.054531415,=
16617,-8.191568332,2.564844591,100.1751576,-2.133497125,-8.163043263,=
16620,-7.949088418,5.53768844,58.51230768,-2.378661838,-8.288192771,=
16630,-8.185887495,2.265803763,65.76754007,-1.854843084,-8.498940738,=
16631,-7.84211564,0.908081565,90.59417588,-4.097944989,-7.863279433,=
16634,-8.980447307,11.12188947,102.4677734,-0.388952167,-8.642065153,=
16636,-7.609428859,2.374420068,52.78270789,-3.836328845,-8.07007044,=
16638,-8.007488521,9.252622622,93.97398051,-3.008311794,-8.020907099,=
16651,-5.717526242,-5.716093343,89.11861477,-1.700383135,-5.812479279,=
16663,-7.960580957,2.229115707,93.23199022,-5.443050492,-8.048662481,=
16664,-7.59777412,30.36209203,88.02585353,-2.670120104,-7.482804102,=
16677,-4.829471336,-72.71738929,66.62048682,-2.062387865,-5.341035157,=
16678,-3.222500312,-617.5617783,73.68695117,-0.695104355,-5.344861565,=
16682,-4.551952733,-340.5216968,102.9015986,-1.213964472,-5.322393047,=
16683,-4.961252409,-99.69857682,98.6990245,-0.808787536,-5.583359493,=
16710,-4.680782525,-172.7812351,105.2299906,-0.689114388,-5.576754126,=
16717,-5.215838137,-13.66228656,99.3719904,-3.155564726,-5.26760624,=
16720,-3.390359464,-3176.406133,91.4776089,-0.959056297,-5.402304814,=
16725,-3.637930103,-1489.439429,107.631027,-0.86133412,-5.341035157,=
16731,-5.152861293,-5.875096287,108.129137,-3.523130068,-5.179142011,=
16762,-10.48347836,-14.13763089,177.6077183,-0.090652601,-7.185752404,=
16776,-8.930909265,16.91428972,183.6881348,-2.094629357,-8.560667306,=
16792,-3.253872514,-39.16121223,87.31123396,-0.136875892,-6.019542108,=
16793,-4.377900811,-625.2453383,71.55389262,-1.84301125,-5.297569464,=
16799,2.32542814,-352.601496,89.79188043,-0.098052374,-7.928117993,=
16814,-6.118952432,38.89254597,101.4954612,-1.250211504,-5.555955204,=
16836,-6.513176931,5.352357799,122.1264814,-4.938235083,-6.498940738,=
16842,-6.594574445,-0.068575388,96.95225884,-2.16659938,-6.623423043,=
16851,-6.560528825,13.73001048,103.7169408,-2.9131709,-6.514278574,=
16854,-6.74472596,3.646668678,126.4898136,-1.881478385,-6.609064893,=
16859,-6.226495346,2.958567679,100.5189767,-1.584709111,-6.202040356,=
16863,-5.980121957,29.7379758,92.72536866,-11.61665266,-5.935542011,=
16865,-5.915578694,39.66139678,94.5508455,-1.900651652,-5.54668166,=
16866,-6.444376513,4.452640177,97.93024913,-3.193575478,-6.442492798,=
16887,-7.31130383,30.98271397,84.46704425,-0.6786137,-6.928117993,=
16960,-6.169061971,-0.587468339,104.8514273,-1.006600149,-6.13430394,=
16975,-6.034543458,6.076365457,82.87386034,-3.787875419,-6.133712661,=
16989,-5.613273037,-17.75898779,91.94108554,-1.132853048,-5.806875402,=
16998,-5.356741934,-32.83638615,96.30567213,-1.281201345,-5.573488739,=
17003,-4.906878906,-123.1808754,92.70914698,-1.311490795,-5.397940009,=
17075,-10.12265154,46.51574767,162.9041637,-0.571917976,-7.460923901,=
17101,-5.940942152,-1.105436544,104.9193903,-2.817416242,-5.913640169,=
17104,-5.547142777,40.90478261,103.8016395,-3.170249819,-5.169411331,=
17108,-1.591884144,-7681.248835,66.73693528,-0.72432754,-5.315154638,=
17113,-6.454914724,11.70017283,108.4360864,-1.776640133,-6.326058001,=
17120,-7.03667361,31.51455386,110.0787876,-0.50940235,-6.023191663,=
17122,-5.997068769,48.31414325,87.23003455,-11.81908103,-5.563837353,=
17135,-6.392011991,28.89807424,103.4606704,-8.517654354,-6.151810883,=
17145,-6.058715271,48.14602783,112.331592,-1.578325308,-5.04383157,=
17152,-6.162243286,2.252419673,91.80479882,-2.279273402,-6.197226275,=
17232,-7.900697608,13.61394349,83.12043959,-2.129565796,-7.93930216,=
17242,-3.837462874,-33.63268034,67.34161997,-0.437017435,-5.410050399,=
17245,-7.962015102,10.41046647,101.0583888,-7.969254407,-8.027797162,=
17249,-8.220324127,1.317587339,101.7091132,-7.723912916,-8.121478204,=
17255,-7.78317258,47.27392813,89.26568849,-1.414565285,-6.93930216,=
